company,variable,corr,group,importance,company,variable,corr,group,importance
Infosys,BS_Pension Obligation - Domestic,-0.51,BS,5.0,Infosys,BS_Pension Obligation - Domestic,-0.582,BS,5.0
Infosys,BS_Period End FX Rate (INR/USD),0.687,BS,5.0,Infosys,BS_Period End FX Rate (INR/USD),0.728,BS,5.0
Infosys,BS_Plan Assets - Domestic,-0.514,BS,5.0,Infosys,BS_Plan Assets - Domestic,-0.585,BS,5.0
Infosys,BS_Prepaid Benefits - Domestic,-0.202,BS,5.0,Infosys,BS_Prepaid Benefits - Domestic,-0.399,BS,5.0
Infosys,BS_Prepaid Expenses,-0.467,BS,5.0,Infosys,BS_Prepaid Expenses,-0.521,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Gross",-0.608,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Gross",-0.709,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Net",-0.635,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Net",-0.721,BS,5.0
Infosys,BS_Receivables - Other,0.072,BS,5.0,Infosys,BS_Receivables - Other,0.052,BS,5.0
Infosys,BS_Restricted Cash - Current,-0.32,BS,5.0,Infosys,BS_Restricted Cash - Current,-0.417,BS,5.0
Infosys,BS_Retained Earnings (Accumulated Deficit),-0.75,BS,5.0,Infosys,BS_Retained Earnings (Accumulated Deficit),-0.782,BS,5.0
Infosys,BS_Shares Outs - Common Stock Primary Issue,-0.241,BS,5.0,Infosys,BS_Shares Outs - Common Stock Primary Issue,-0.413,BS,5.0
Infosys,BS_Short Term Investments,-0.003,BS,5.0,Infosys,BS_Short Term Investments,-0.012,BS,5.0
Infosys,"BS_Tangible Book Value, Common Equity",-0.774,BS,5.0,Infosys,"BS_Tangible Book Value, Common Equity",-0.799,BS,5.0
Infosys,BS_Total Assets,-0.708,BS,5.0,Infosys,BS_Total Assets,-0.78,BS,5.0
Infosys,BS_Total Common Shares Outstanding,-0.241,BS,5.0,Infosys,BS_Total Common Shares Outstanding,-0.413,BS,5.0
Infosys,BS_Total Current Assets,-0.77,BS,5.0,Infosys,BS_Total Current Assets,-0.805,BS,5.0
Infosys,BS_Total Current Assets less Inventory,-0.77,BS,5.0,Infosys,BS_Total Current Assets less Inventory,-0.805,BS,5.0
Infosys,BS_Total Current Liabilities,-0.541,BS,5.0,Infosys,BS_Total Current Liabilities,-0.68,BS,5.0
Infosys,BS_Total Equity,-0.763,BS,5.0,Infosys,BS_Total Equity,-0.795,BS,5.0
Infosys,BS_Total Equity & Minority Interest,-0.762,BS,5.0,Infosys,BS_Total Equity & Minority Interest,-0.795,BS,5.0
Infosys,BS_Total Liabilities,-0.479,BS,5.0,Infosys,BS_Total Liabilities,-0.645,BS,5.0
Infosys,BS_Total Liabilities & Shareholders' Equity,-0.708,BS,5.0,Infosys,BS_Total Liabilities & Shareholders' Equity,-0.78,BS,5.0
Infosys,"BS_Total Operating Leases, Supplemental",-0.557,BS,5.0,Infosys,"BS_Total Operating Leases, Supplemental",-0.587,BS,5.0
Infosys,BS_Total Plan Assets,-0.514,BS,5.0,Infosys,BS_Total Plan Assets,-0.585,BS,5.0
Infosys,BS_Total Plan Obligations,-0.51,BS,5.0,Infosys,BS_Total Plan Obligations,-0.582,BS,5.0
Infosys,"BS_Total Receivables, Net",-0.589,BS,5.0,Infosys,"BS_Total Receivables, Net",-0.699,BS,5.0
Infosys,CF_Accounts Payable,0.046,CF,5.0,Infosys,CF_Accounts Payable,-0.012,CF,5.0
Infosys,CF_Accounts Receivable,0.208,CF,5.0,Infosys,CF_Accounts Receivable,0.355,CF,5.0
Infosys,CF_Acquisition of Business,0.151,CF,5.0,Infosys,CF_Acquisition of Business,0.105,CF,5.0
Infosys,CF_Avg. FX Rate (INR/USD),0.651,CF,5.0,Infosys,CF_Avg. FX Rate (INR/USD),0.689,CF,5.0
Infosys,CF_Capital Expenditures,0.272,CF,5.0,Infosys,CF_Capital Expenditures,0.283,CF,5.0
Infosys,CF_Cash Dividends Paid - Common,0.423,CF,5.0,Infosys,CF_Cash Dividends Paid - Common,0.509,CF,5.0
Infosys,CF_Cash Taxes Paid,-0.501,CF,5.0,Infosys,CF_Cash Taxes Paid,-0.551,CF,5.0
Infosys,CF_Cash from Financing Activities,0.342,CF,5.0,Infosys,CF_Cash from Financing Activities,0.448,CF,5.0
Infosys,CF_Cash from Investing Activities,0.226,CF,5.0,Infosys,CF_Cash from Investing Activities,0.227,CF,5.0
Infosys,CF_Cash from Operating Activities,-0.486,CF,5.0,Infosys,CF_Cash from Operating Activities,-0.588,CF,5.0
Infosys,CF_Changes in Working Capital,0.46,CF,5.0,Infosys,CF_Changes in Working Capital,0.509,CF,5.0
Infosys,CF_Depreciation,-0.403,CF,5.0,Infosys,CF_Depreciation,-0.504,CF,5.0
Infosys,CF_Depreciation/Depletion,-0.403,CF,5.0,Infosys,CF_Depreciation/Depletion,-0.504,CF,5.0
Infosys,CF_Earnings Quality Score,0.238,CF,5.0,Infosys,CF_Earnings Quality Score,0.146,CF,5.0
Infosys,CF_Financing Cash Flow Items,-0.43,CF,5.0,Infosys,CF_Financing Cash Flow Items,-0.435,CF,5.0
Infosys,CF_Foreign Exchange Effects,-0.062,CF,5.0,Infosys,CF_Foreign Exchange Effects,-0.042,CF,5.0
Infosys,CF_Free Cash Flow,-0.497,CF,5.0,Infosys,CF_Free Cash Flow,-0.628,CF,5.0
Infosys,"CF_Investment, Net",-0.295,CF,5.0,Infosys,"CF_Investment, Net",-0.282,CF,5.0
Infosys,"CF_Issuance (Retirement) of Stock, Net",0.212,CF,5.0,Infosys,"CF_Issuance (Retirement) of Stock, Net",0.26,CF,5.0
Infosys,CF_Net Cash - Beginning Balance,-0.756,CF,5.0,Infosys,CF_Net Cash - Beginning Balance,-0.793,CF,5.0
Infosys,CF_Net Cash - Ending Balance,-0.727,CF,5.0,Infosys,CF_Net Cash - Ending Balance,-0.738,CF,5.0
Infosys,CF_Net Changes in Working Capital,0.093,CF,5.0,Infosys,CF_Net Changes in Working Capital,0.151,CF,5.0
Infosys,CF_Net Income/Starting Line,-0.459,CF,5.0,Infosys,CF_Net Income/Starting Line,-0.526,CF,5.0
Infosys,CF_Non-Cash Items,-0.544,CF,5.0,Infosys,CF_Non-Cash Items,-0.605,CF,5.0
Infosys,CF_Options Exercised,0.539,CF,5.0,Infosys,CF_Options Exercised,0.539,CF,5.0
Infosys,CF_Other Financing Cash Flow,-0.43,CF,5.0,Infosys,CF_Other Financing Cash Flow,-0.435,CF,5.0
Infosys,CF_Other Investing Cash Flow,-0.017,CF,5.0,Infosys,CF_Other Investing Cash Flow,-0.002,CF,5.0
Infosys,"CF_Other Investing Cash Flow Items, Total",0.172,CF,5.0,Infosys,"CF_Other Investing Cash Flow Items, Total",0.172,CF,5.0
Infosys,CF_Other Liabilities,-0.264,CF,5.0,Infosys,CF_Other Liabilities,-0.478,CF,5.0
Infosys,CF_Other Non-Cash Items,-0.54,CF,5.0,Infosys,CF_Other Non-Cash Items,-0.603,CF,5.0
Infosys,CF_Other Operating Cash Flow,0.5,CF,5.0,Infosys,CF_Other Operating Cash Flow,0.551,CF,5.0
Infosys,CF_Prepaid Expenses,0.17,CF,5.0,Infosys,CF_Prepaid Expenses,0.267,CF,5.0
Infosys,CF_Purchase of Fixed Assets,0.27,CF,5.0,Infosys,CF_Purchase of Fixed Assets,0.281,CF,5.0
Infosys,CF_Purchase of Investments,0.447,CF,5.0,Infosys,CF_Purchase of Investments,0.483,CF,5.0
Infosys,CF_Sale/Maturity of Investment,-0.449,CF,5.0,Infosys,CF_Sale/Maturity of Investment,-0.48,CF,5.0
Infosys,CF_Total Cash Dividends Paid,0.423,CF,5.0,Infosys,CF_Total Cash Dividends Paid,0.509,CF,5.0
Infosys,CF_Unusual Items,-0.275,CF,5.0,Infosys,CF_Unusual Items,-0.261,CF,5.0
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",-0.636,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",-0.636,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",-0.705,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",-0.714,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",-0.636,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",-0.636,,
Infosys,EBIT(천원),-0.676,수익성,1.0,Infosys,EBIT(천원),-0.8,수익성,1.0
Infosys,EBITDA2(천원),-0.57,수익성,1.0,Infosys,EBITDA2(천원),-0.613,수익성,1.0
Infosys,EBITDA2마진율(비율),0.19,수익성,1.0,Infosys,EBITDA2마진율(비율),0.173,수익성,1.0
Infosys,EBITDA2증가율(YoY)(비율),0.233,성장성,1.0,Infosys,EBITDA2증가율(YoY)(비율),0.233,성장성,1.0
Infosys,"EPS(지배, Adj.)(원/주)",0.312,수익성,2.0,Infosys,"EPS(지배, Adj.)(원/주)",0.317,수익성,2.0
Infosys,EPS증가율(YoY)(비율),-0.326,성장성,2.0,Infosys,EPS증가율(YoY)(비율),-0.33,성장성,2.0
Infosys,Employment Number,-0.706,ET,2.0,Infosys,Employment Number,-0.806,ET,2.0
Infosys,"FS_Accounts Receivable Turnover, TTM",0.015,FS,5.0,Infosys,"FS_Accounts Receivable Turnover, TTM",-0.029,FS,5.0
Infosys,"FS_Asset Turnover, TTM",0.415,FS,5.0,Infosys,"FS_Asset Turnover, TTM",0.417,FS,5.0
Infosys,"FS_Average Net Trade Cycle Days, TTM",0.142,FS,5.0,Infosys,"FS_Average Net Trade Cycle Days, TTM",0.152,FS,5.0
Infosys,"FS_Average Receivables Collection Days, TTM",0.016,FS,5.0,Infosys,"FS_Average Receivables Collection Days, TTM",0.071,FS,5.0
Infosys,FS_CAPEX,-0.286,FS,5.0,Infosys,FS_CAPEX,-0.305,FS,5.0
Infosys,FS_Cash & Cash Equivalents,-0.55,FS,5.0,Infosys,FS_Cash & Cash Equivalents,-0.57,FS,5.0
Infosys,FS_Cash & Short-Term Investments,-0.789,FS,5.0,Infosys,FS_Cash & Short-Term Investments,-0.805,FS,5.0
Infosys,FS_Common Equity - Total,-0.764,FS,5.0,Infosys,FS_Common Equity - Total,-0.796,FS,5.0
Infosys,FS_Common Shares - Outstanding - Total,-0.667,FS,5.0,Infosys,FS_Common Shares - Outstanding - Total,-0.676,FS,5.0
Infosys,FS_Current Ratio,-0.151,FS,5.0,Infosys,FS_Current Ratio,-0.24,FS,5.0
Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",-0.569,FS,5.0,Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",-0.696,FS,5.0
Infosys,FS_Dividend Coverage - %,0.426,FS,5.0,Infosys,FS_Dividend Coverage - %,0.419,FS,5.0
Infosys,FS_Dividend Payout Ratio - %,0.032,FS,5.0,Infosys,FS_Dividend Payout Ratio - %,0.057,FS,5.0
Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",-0.705,FS,5.0,Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",-0.714,FS,5.0
Infosys,FS_EBITDA Margin - %,0.19,FS,5.0,Infosys,FS_EBITDA Margin - %,0.173,FS,5.0
Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,0.312,FS,5.0,Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,0.317,FS,5.0
Infosys,FS_Earnings Retention Rate,-0.032,FS,5.0,Infosys,FS_Earnings Retention Rate,-0.057,FS,5.0
Infosys,"FS_Earnings Retention Rate, TTM",0.046,FS,5.0,Infosys,"FS_Earnings Retention Rate, TTM",0.037,FS,5.0
Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",-0.57,FS,5.0,Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",-0.613,FS,5.0
Infosys,FS_Free Cash Flow Net of Dividends,-0.285,FS,5.0,Infosys,FS_Free Cash Flow Net of Dividends,-0.284,FS,5.0
Infosys,"FS_Free Cash Flow Yield - %, TTM",0.354,FS,5.0,Infosys,"FS_Free Cash Flow Yield - %, TTM",0.354,FS,5.0
Infosys,FS_Gross Profit - Industrials/Property - Total,-0.626,FS,5.0,Infosys,FS_Gross Profit - Industrials/Property - Total,-0.679,FS,5.0
Infosys,FS_Gross Profit Margin - %,0.289,FS,5.0,Infosys,FS_Gross Profit Margin - %,0.271,FS,5.0
Infosys,FS_Income Tax Rate - %,-0.65,FS,5.0,Infosys,FS_Income Tax Rate - %,-0.659,FS,5.0
Infosys,FS_Income before Discontinued Operations & Extraordinary Items,-0.7,FS,5.0,Infosys,FS_Income before Discontinued Operations & Extraordinary Items,-0.793,FS,5.0
Infosys,FS_Income before Tax Margin - %,0.085,FS,5.0,Infosys,FS_Income before Tax Margin - %,0.039,FS,5.0
Infosys,"FS_Income before Tax Margin - %, TTM",0.048,FS,5.0,Infosys,"FS_Income before Tax Margin - %, TTM",-0.018,FS,5.0
Infosys,FS_Market Capitalization,-0.32,FS,5.0,Infosys,FS_Market Capitalization,-0.584,FS,5.0
Infosys,FS_Net Cash Flow from Operating Activities,-0.621,FS,5.0,Infosys,FS_Net Cash Flow from Operating Activities,-0.725,FS,5.0
Infosys,FS_Net Change in Cash - Total,0.074,FS,5.0,Infosys,FS_Net Change in Cash - Total,0.12,FS,5.0
Infosys,FS_Net Margin - %,0.448,FS,5.0,Infosys,FS_Net Margin - %,0.445,FS,5.0
Infosys,FS_Operating Margin - %,0.126,FS,5.0,Infosys,FS_Operating Margin - %,0.104,FS,5.0
Infosys,FS_Operating Profit before Non-Recurring Income/Expense,-0.553,FS,5.0,Infosys,FS_Operating Profit before Non-Recurring Income/Expense,-0.587,FS,5.0
Infosys,"FS_Pretax ROA - %, TTM",0.685,FS,5.0,Infosys,"FS_Pretax ROA - %, TTM",0.685,FS,5.0
Infosys,FS_ROA,0.737,FS,5.0,Infosys,FS_ROA,0.745,FS,5.0
Infosys,FS_ROE,0.785,FS,5.0,Infosys,FS_ROE,0.787,FS,5.0
Infosys,FS_ROIC,0.777,FS,5.0,Infosys,FS_ROIC,0.777,FS,5.0
Infosys,"FS_Reinvestment Rate - %, TTM",0.444,FS,5.0,Infosys,"FS_Reinvestment Rate - %, TTM",0.468,FS,5.0
Infosys,FS_Revenue from Business Activities - Total,-0.64,FS,5.0,Infosys,FS_Revenue from Business Activities - Total,-0.757,FS,5.0
Infosys,FS_Shares used to calculate Diluted EPS - Total,-0.654,FS,5.0,Infosys,FS_Shares used to calculate Diluted EPS - Total,-0.662,FS,5.0
Infosys,"FS_Tax Complement, TTM",0.693,FS,5.0,Infosys,"FS_Tax Complement, TTM",0.71,FS,5.0
Infosys,FS_Total Assets,-0.709,FS,5.0,Infosys,FS_Total Assets,-0.781,FS,5.0
Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",-0.023,FS,5.0,Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",0.132,FS,5.0
Infosys,FS_Working Capital to Total Assets,-0.283,FS,5.0,Infosys,FS_Working Capital to Total Assets,-0.406,FS,5.0
Infosys,Free Cash Flow2(천원),-0.497,수익성,0.0,Infosys,Free Cash Flow2(천원),-0.628,수익성,0.0
Infosys,Gross Investment (GI),-0.595,성장성,2.0,Infosys,Gross Investment (GI),-0.69,성장성,2.0
Infosys,"IS_Advertising Expense, Supplemental",-0.37,IS,5.0,Infosys,"IS_Advertising Expense, Supplemental",-0.395,IS,5.0
Infosys,"IS_Amort of Intangibles, Supplemental",0.026,IS,5.0,Infosys,"IS_Amort of Intangibles, Supplemental",0.154,IS,5.0
Infosys,IS_Avg. FX Rate (INR/USD),0.677,IS,5.0,Infosys,IS_Avg. FX Rate (INR/USD),0.716,IS,5.0
Infosys,IS_Basic EPS Excluding Extraordinary Items,-0.662,IS,5.0,Infosys,IS_Basic EPS Excluding Extraordinary Items,-0.777,IS,5.0
Infosys,IS_Basic EPS Including Extraordinary Items,-0.662,IS,5.0,Infosys,IS_Basic EPS Including Extraordinary Items,-0.777,IS,5.0
Infosys,IS_Basic Normalized EPS,-0.667,IS,5.0,Infosys,IS_Basic Normalized EPS,-0.77,IS,5.0
Infosys,IS_Basic Weighted Average Shares,-0.258,IS,5.0,Infosys,IS_Basic Weighted Average Shares,-0.44,IS,5.0
Infosys,IS_Compensation Rate - Domestic,-0.733,IS,5.0,Infosys,IS_Compensation Rate - Domestic,-0.744,IS,5.0
Infosys,IS_Cost of Revenue,-0.61,IS,5.0,Infosys,IS_Cost of Revenue,-0.735,IS,5.0
Infosys,"IS_Cost of Revenue, Total",-0.61,IS,5.0,Infosys,"IS_Cost of Revenue, Total",-0.735,IS,5.0
Infosys,IS_Current Tax - Domestic,-0.584,IS,5.0,Infosys,IS_Current Tax - Domestic,-0.623,IS,5.0
Infosys,IS_Current Tax - Foreign,-0.21,IS,5.0,Infosys,IS_Current Tax - Foreign,-0.22,IS,5.0
Infosys,IS_Current Tax - Total,-0.698,IS,5.0,Infosys,IS_Current Tax - Total,-0.758,IS,5.0
Infosys,IS_Deferred Tax - Domestic,0.076,IS,5.0,Infosys,IS_Deferred Tax - Domestic,0.146,IS,5.0
Infosys,IS_Deferred Tax - Foreign,-0.044,IS,5.0,Infosys,IS_Deferred Tax - Foreign,-0.02,IS,5.0
Infosys,IS_Deferred Tax - Total,0.075,IS,5.0,Infosys,IS_Deferred Tax - Total,0.181,IS,5.0
Infosys,IS_Defined Contribution Expense - Domestic,-0.744,IS,5.0,Infosys,IS_Defined Contribution Expense - Domestic,-0.764,IS,5.0
Infosys,"IS_Depreciation, Supplemental",-0.579,IS,5.0,Infosys,"IS_Depreciation, Supplemental",-0.721,IS,5.0
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,-0.67,IS,5.0,Infosys,IS_Diluted EPS Excluding ExtraOrd Items,-0.78,IS,5.0
Infosys,IS_Diluted EPS Including ExtraOrd Items,-0.67,IS,5.0,Infosys,IS_Diluted EPS Including ExtraOrd Items,-0.78,IS,5.0
Infosys,IS_Diluted Net Income,-0.703,IS,5.0,Infosys,IS_Diluted Net Income,-0.795,IS,5.0
Infosys,IS_Diluted Normalized EPS,-0.669,IS,5.0,Infosys,IS_Diluted Normalized EPS,-0.774,IS,5.0
Infosys,IS_Diluted Weighted Average Shares,-0.032,IS,5.0,Infosys,IS_Diluted Weighted Average Shares,-0.181,IS,5.0
Infosys,IS_Discount Rate - Domestic,-0.789,IS,5.0,Infosys,IS_Discount Rate - Domestic,-0.799,IS,5.0
Infosys,IS_Domestic Pension Plan Expense,-0.172,IS,5.0,Infosys,IS_Domestic Pension Plan Expense,-0.173,IS,5.0
Infosys,IS_Earnings Quality Score,0.238,IS,5.0,Infosys,IS_Earnings Quality Score,0.146,IS,5.0
Infosys,IS_Expected Rate of Return - Domestic,-0.562,IS,5.0,Infosys,IS_Expected Rate of Return - Domestic,-0.559,IS,5.0
Infosys,IS_Expected Return on Assets - Domestic,-0.303,IS,5.0,Infosys,IS_Expected Return on Assets - Domestic,-0.278,IS,5.0
Infosys,IS_Gross Dividends - Common Stock,-0.208,IS,5.0,Infosys,IS_Gross Dividends - Common Stock,-0.25,IS,5.0
Infosys,IS_Gross Profit,-0.675,IS,5.0,Infosys,IS_Gross Profit,-0.778,IS,5.0
Infosys,IS_Income Available to Com Excl ExtraOrd,-0.703,IS,5.0,Infosys,IS_Income Available to Com Excl ExtraOrd,-0.796,IS,5.0
Infosys,IS_Income Available to Com Incl ExtraOrd,-0.703,IS,5.0,Infosys,IS_Income Available to Com Incl ExtraOrd,-0.795,IS,5.0
Infosys,IS_Income Tax - Total,-0.669,IS,5.0,Infosys,IS_Income Tax - Total,-0.694,IS,5.0
Infosys,IS_Interest Cost - Domestic,0.364,IS,5.0,Infosys,IS_Interest Cost - Domestic,0.346,IS,5.0
Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",-0.551,IS,5.0,Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",-0.565,IS,5.0
