company,variable,group,importance,corr_total,corr_sub
Infosys,"IS_Depreciation, Supplemental",IS,5.0,,-0.721
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,,-0.78
Infosys,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,,-0.78
Infosys,IS_Diluted Normalized EPS,IS,5.0,,-0.774
Infosys,IS_Gross Profit,IS,5.0,,-0.778
Infosys,IS_Net Sales,IS,5.0,,-0.753
Infosys,IS_Normalized EBIT,IS,5.0,,-0.8
Infosys,IS_Normalized EBITDA,IS,5.0,,-0.8
Infosys,IS_Operating Income,IS,5.0,,-0.802
Infosys,IS_Provision for Income Taxes,IS,5.0,,-0.754
Infosys,IS_Revenue,IS,5.0,,-0.753
Infosys,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,,-0.736
Infosys,IS_Total Operating Expense,IS,5.0,,-0.733
Infosys,IS_Total Revenue,IS,5.0,,-0.753
Infosys,SG&A,수익성,2.0,,-0.736
Infosys,매출액(천원),성장성,0.0,,-0.753
Infosys,매출원가(천원),성장성,2.0,,-0.735
Infosys,영업이익(천원),수익성,1.0,,-0.802
Infosys,매출총이익(천원),수익성,0.0,,-0.778
