company,variable,group,importance,corr_total,corr_sub
Infosys,"BS_Property/Plant/Equipment, Total - Gross",BS,5.0,-0.608,-0.709
Infosys,IS_Cost of Revenue,IS,5.0,-0.61,-0.735
Infosys,"IS_Cost of Revenue, Total",IS,5.0,-0.61,-0.735
Infosys,매출원가(천원),성장성,2.0,-0.61,-0.735
Infosys,IS_Total Operating Expense,IS,5.0,-0.618,-0.733
Infosys,FS_Net Cash Flow from Operating Activities,FS,5.0,-0.621,-0.725
Infosys,BS_Defered Income Tax - Long Term Asset,BS,5.0,-0.622,-0.627
Infosys,FS_Gross Profit - Industrials/Property - Total,FS,5.0,-0.626,-0.679
Infosys,"BS_Other Current liabilities, Total",BS,5.0,-0.626,-0.752
Infosys,매출액(천원),성장성,0.0,-0.633,-0.753
Infosys,IS_Revenue,IS,5.0,-0.633,-0.753
Infosys,IS_Net Sales,IS,5.0,-0.633,-0.753
Infosys,IS_Total Revenue,IS,5.0,-0.633,-0.753
Infosys,"BS_Property/Plant/Equipment, Total - Net",BS,5.0,-0.635,-0.721
Infosys,BS_Income Taxes Payable,BS,5.0,-0.635,-0.673
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",,,-0.636,-0.636
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",,,-0.636,-0.636
Infosys,FS_Revenue from Business Activities - Total,FS,5.0,-0.64,-0.757
Infosys,FS_Income Tax Rate - %,FS,5.0,-0.65,-0.659
Infosys,FS_Shares used to calculate Diluted EPS - Total,FS,5.0,-0.654,-0.662
Infosys,IS_Basic EPS Including Extraordinary Items,IS,5.0,-0.662,-0.777
Infosys,IS_Basic EPS Excluding Extraordinary Items,IS,5.0,-0.662,-0.777
Infosys,IS_Basic Normalized EPS,IS,5.0,-0.667,-0.77
Infosys,FS_Common Shares - Outstanding - Total,FS,5.0,-0.667,-0.676
Infosys,IS_Normalized EBITDA,IS,5.0,-0.668,-0.8
Infosys,IS_Income Tax - Total,IS,5.0,-0.669,-0.694
Infosys,IS_Diluted Normalized EPS,IS,5.0,-0.669,-0.774
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,-0.67,-0.78
Infosys,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,-0.67,-0.78
Infosys,IS_Operating Income,IS,5.0,-0.673,-0.802
Infosys,영업이익(천원),수익성,1.0,-0.673,-0.802
Infosys,BS_Land/Improvements - Gross,BS,5.0,-0.674,-0.681
Infosys,매출총이익(천원),수익성,0.0,-0.675,-0.778
Infosys,IS_Gross Profit,IS,5.0,-0.675,-0.778
Infosys,EBIT(천원),수익성,1.0,-0.676,-0.8
Infosys,IS_Normalized EBIT,IS,5.0,-0.676,-0.8
Infosys,SG&A,수익성,2.0,-0.68,-0.736
Infosys,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,-0.68,-0.736
Infosys,IS_Provision for Income Taxes,IS,5.0,-0.685,-0.754
Infosys,BS_Buildings - Gross,BS,5.0,-0.691,-0.787
Infosys,BS_Compensation Rate - Domestic,BS,5.0,-0.696,-0.761
Infosys,IS_Current Tax - Total,IS,5.0,-0.698,-0.758
Infosys,FS_Income before Discontinued Operations & Extraordinary Items,FS,5.0,-0.7,-0.793
Infosys,당기순이익(천원),수익성,1.0,-0.703,-0.795
Infosys,IS_Income Available to Com Excl ExtraOrd,IS,5.0,-0.703,-0.796
Infosys,IS_Income Available to Com Incl ExtraOrd,IS,5.0,-0.703,-0.795
Infosys,IS_Diluted Net Income,IS,5.0,-0.703,-0.795
Infosys,IS_Net Income Before Extra. Items,IS,5.0,-0.703,-0.796
Infosys,IS_Net Income After Taxes,IS,5.0,-0.703,-0.796
Infosys,IS_Net Income,IS,5.0,-0.703,-0.795
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",,,-0.705,-0.714
Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",FS,5.0,-0.705,-0.714
Infosys,IS_Normalized Inc. Avail to Com.,IS,5.0,-0.706,-0.796
Infosys,IS_Normalized Income After Taxes,IS,5.0,-0.706,-0.796
Infosys,Employment Number,ET,2.0,-0.706,-0.806
Infosys,자산총계(천원),안정성,2.0,-0.708,-0.78
Infosys,BS_Total Assets,BS,5.0,-0.708,-0.78
Infosys,BS_Total Liabilities & Shareholders' Equity,BS,5.0,-0.708,-0.78
Infosys,FS_Total Assets,FS,5.0,-0.709,-0.781
Infosys,IS_Net Income Before Taxes,IS,5.0,-0.717,-0.811
Infosys,IS_Normalized Income Before Taxes,IS,5.0,-0.718,-0.81
Infosys,IS_Total Pension Expense,IS,5.0,-0.72,-0.731
Infosys,CF_Net Cash - Ending Balance,CF,5.0,-0.727,-0.738
Infosys,IS_Compensation Rate - Domestic,IS,5.0,-0.733,-0.744
Infosys,IS_Other Tax,IS,5.0,-0.74,-0.759
Infosys,"IS_Research & Development Exp, Supplemental",IS,5.0,-0.743,-0.75
Infosys,IS_Defined Contribution Expense - Domestic,IS,5.0,-0.744,-0.764
Infosys,IS_Interest Income - Non-Operating,IS,5.0,-0.749,-0.782
Infosys,BS_Retained Earnings (Accumulated Deficit),BS,5.0,-0.75,-0.782
Infosys,이익잉여금(천원),수익성,2.0,-0.75,-0.782
Infosys,단기투자자산,안정성,1.0,-0.753,-0.768
Infosys,BS_Cash and Short Term Investments,BS,5.0,-0.753,-0.768
Infosys,CF_Net Cash - Beginning Balance,CF,5.0,-0.756,-0.793
Infosys,BS_Total Equity & Minority Interest,BS,5.0,-0.762,-0.795
Infosys,BS_Total Equity,BS,5.0,-0.763,-0.795
Infosys,FS_Common Equity - Total,FS,5.0,-0.764,-0.796
Infosys,BS_Total Current Assets less Inventory,BS,5.0,-0.77,-0.805
Infosys,유동자산(천원),안정성,2.0,-0.77,-0.805
Infosys,BS_Total Current Assets,BS,5.0,-0.77,-0.805
Infosys,"BS_Tangible Book Value, Common Equity",BS,5.0,-0.774,-0.799
Infosys,IS_Discount Rate - Domestic,IS,5.0,-0.789,-0.799
Infosys,FS_Cash & Short-Term Investments,FS,5.0,-0.789,-0.805
Infosys,BS_Accrued Expenses,BS,5.0,,-0.593
Infosys,"BS_Accumulated Intangible Amort, Suppl.",BS,5.0,,-0.512
Infosys,BS_Cash & Equivalents,BS,5.0,,-0.502
Infosys,BS_Construction in Progress - Gross,BS,5.0,,-0.512
Infosys,BS_Customer Advances,BS,5.0,,-0.601
Infosys,BS_Deferred Revenue - Current,BS,5.0,,-0.597
Infosys,"BS_Intangibles, Net",BS,5.0,,-0.507
Infosys,BS_Other Equity,BS,5.0,,-0.605
Infosys,BS_Prepaid Expenses,BS,5.0,,-0.521
Infosys,BS_Total Liabilities,BS,5.0,,-0.645
Infosys,CF_Cash Dividends Paid - Common,CF,5.0,,0.509
Infosys,CF_Cash from Operating Activities,CF,5.0,,-0.588
Infosys,CF_Changes in Working Capital,CF,5.0,,0.509
Infosys,CF_Depreciation,CF,5.0,,-0.504
Infosys,CF_Depreciation/Depletion,CF,5.0,,-0.504
Infosys,CF_Free Cash Flow,CF,5.0,,-0.628
Infosys,CF_Net Income/Starting Line,CF,5.0,,-0.526
Infosys,CF_Other Operating Cash Flow,CF,5.0,,0.551
Infosys,CF_Total Cash Dividends Paid,CF,5.0,,0.509
Infosys,FS_Market Capitalization,FS,5.0,,-0.584
Infosys,Free Cash Flow2(천원),수익성,0.0,,-0.628
Infosys,IS_Labor & Related Expense,IS,5.0,,-0.577
Infosys,"IS_Rental Expense, Supplemental",IS,5.0,,-0.589
Infosys,부채총계(천원),안정성,2.0,,-0.645
Infosys,운전자본증감(천원),안정성,2.0,,0.509
Infosys,인당매출s,성장성,0.0,,0.504
