algo,input,학습기간,예측시점,opt,MAPE,RMSE,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12
Prophet,단변량,60,1,,18.259460355173484,241.34297650592976,655.4281572647335,634.2016361386778,640.6027497683201,678.5141394369006,701.4910659797686,727.0800830141752,808.1279077848752,880.3776121902166,969.0106914052204,1041.509345777801,1091.732375775996,1092.9865182200997
Prophet,단변량,60,3,,23.6283340817986,299.7158392613408,647.8556104685299,618.520659531004,613.7771476216166,653.52199326468,672.3640311417082,686.1071565767321,702.9578098329811,722.1716598902062,812.6931036072826,903.1186093605936,1008.626078220528,1092.9185461165227
Prophet,단변량,60,6,,32.208533256832226,370.0953717945138,630.9072396670958,590.9341245086127,582.2991487575108,621.2411347227128,639.0157304561366,640.6572768251189,652.6754199340596,664.8832649269948,672.7584320773531,696.3548389251824,722.7496024775163,838.6794038701522
Prophet,단변량,60,12,,36.79377026811768,427.13273779788346,671.2244963567235,588.800790431457,600.5353322348147,622.6417722566385,623.416806628712,605.8467511209842,598.4137346314016,594.7457213604732,586.215629714559,601.3003668399424,617.712099311305,623.1054642236566
Prophet,단변량,120,1,,19.846667859687795,264.40522951751484,809.6104432167213,783.2369744240885,749.3333595242956,747.1675897479254,740.4859729000874,746.8396253668907,760.2817442393539,778.2266178715308,823.8627578027393,857.0821768486072,891.398698364268,911.9339369461748
Prophet,단변량,120,3,,22.39631402526068,282.1080443089533,867.3450012456497,837.9695064173595,795.2778556289244,792.642844601742,772.601197123559,762.2929067870574,752.8227161364159,749.1149084858928,764.3012229235693,782.729351142151,825.5059501172294,862.9529146224902
Prophet,단변량,120,6,,23.18143997379277,272.4235418635527,884.2484340313858,877.2688463360608,863.2933286236074,879.1249918689983,858.1147521328392,834.1081824064406,815.5710571460995,787.4604476683375,767.7054407038513,752.2831188431174,747.174011543278,762.3362858516658
Prophet,단변량,120,12,,14.003520197836542,162.89439070964625,853.8550964333431,845.778316769022,847.793837403143,877.0366069800882,911.7507571854272,945.80729754519,942.7555265026097,951.958881113588,951.5637615105742,941.7128595236228,907.543771293444,871.802614240849
ARIMAX,공급_small,12,1,,9.95842821368539,153.22237116907465,678.715639508308,781.2607956659134,764.0,793.5363471543814,906.9179016665964,1324.7400378949928,1439.7380734870935,868.2767883582123,1186.9847277561755,1115.3781513263466,1011.9,1016.094265515664
ARIMAX,공급_small,12,3,,24.955480091217165,376.08206176275706,768.8,656.7999999999998,678.7853836770145,876.9852691812932,792.0,835.0132460199583,1029.424921168217,1843.636549745404,1808.8338547660328,374.282075744666,1240.9280320750895,1050.69670609309
ARIMAX,공급_small,12,6,,39.71999551170729,648.2385551642578,785.0,640.272727272727,713.0,920.3,601.2999999999997,678.7859458821855,1018.0442781305604,834.0,896.285039459276,1211.2067230062794,2625.4230168202103,2362.4959196039285
ARIMAX,공급_small,12,12,,41.99722713487246,492.39810661200346,1612.7999999999993,562.4000000000003,647.258036921243,1607.399999999999,1106.627766434483,555.4250904948012,1028.0,637.545454545454,929.0,1366.4,363.3999999999996,678.7859462849199
ARIMAX,공급_small,36,1,,8.141351752587124,121.74661665054651,654.6041314561795,761.1482149287301,764.436377439298,796.3388765770752,894.5293112123877,1257.6775394748424,1437.0197352384346,1133.177433757232,1182.0246180087456,1117.3534248054093,986.7870658691792,991.9237245930914
ARIMAX,공급_small,36,3,,20.53115662953336,292.2615164846369,665.5598375987606,670.0352493573874,648.0644380618959,797.4446447861901,793.309132317894,833.0166297312256,977.5879336371632,1627.0326184245273,1801.0592057153035,1203.5323012716958,1228.9211034554444,1054.047670687312
ARIMAX,공급_small,36,6,,38.86816483836586,569.2167728216228,651.9544539250995,641.3539514478849,635.2480626516124,666.1196751975212,670.0704987147749,624.2276706227855,851.8892895723801,836.6182646357879,888.0332594624513,1102.1758672743265,2181.0652368490546,2347.118411430607
ARIMAX,공급_small,36,12,,36.538311977547686,403.0544909134728,533.8352002194014,546.511734365472,578.5237596345218,651.9738471683575,652.5824716620655,639.4906685357505,653.9089078501992,639.7079028957697,629.4961253032247,667.2393503950425,670.1409974295498,594.4439329416119
ARIMAX,공급_small,60,1,,10.666292127575122,159.11793574147754,681.2542372881356,778.0229675571076,759.6090513477635,781.9445947342388,888.7218806463246,1210.1527091299413,1428.1886043298764,974.6687671254672,1408.586996881641,1114.2537485638788,1056.8816637064642,1051.4873892934638
ARIMAX,공급_small,60,3,,22.875793920312816,318.53277604167187,670.7966101694916,678.1864406779661,687.7627118644069,843.120511634564,817.3702444689458,789.8337842027161,979.836010032381,1484.458127389824,1774.5658129896292,719.97663969443,1548.150971485877,1101.2813190724682
ARIMAX,공급_small,60,6,,34.90904198450372,504.3019092888673,654.1694915254241,646.4576271186438,647.5084745762715,676.5932203389832,686.3728813559321,697.5254237288138,949.6477570590936,883.1461297473409,801.667568405432,1112.5119280177628,1895.916254779648,2294.1316259792584
ARIMAX,공급_small,60,12,,32.868975521167016,376.89507192431046,600.7627118644073,600.983050847457,609.2203389830511,669.0,665.898305084746,641.6610169491519,658.3389830508481,649.9152542372876,654.016949152543,688.1864406779664,702.7457627118642,717.0508474576277
ARIMAX,공급_small,120,1,,8.228555201138056,119.23585541810684,674.4705882352941,754.0372642663028,754.6257293452563,784.0613876279021,865.4443685084988,1170.9116670193744,1377.1055635737357,1100.4789915966387,1247.043315489134,1093.5823362083588,1055.2602190211692,1043.2539091268875
ARIMAX,공급_small,120,3,,18.34525223994087,245.5353369626684,667.0722734836272,666.5437173341028,667.4117647058824,757.2903935290426,763.8501992576196,794.5973112843823,884.7377643166725,1292.8390953125308,1602.5014368617096,1105.436974789916,1316.0423844111378,1092.611884783228
ARIMAX,공급_small,120,6,,32.1484669080062,407.0264577152655,650.7880571599859,642.5958516189821,641.0246619691919,653.173559337301,654.7524145881225,656.8235294117649,777.3203439487928,777.6869041261644,810.4011967691023,913.6778580289332,1454.2985595558034,1940.5952467936709
ARIMAX,공급_small,120,12,,35.10534568239902,397.087110864989,594.6389830898431,589.9304836673093,596.4130747597359,648.4294690565628,648.207725091399,637.3326780964637,650.7880572031453,642.5958516082932,641.024661969192,652.2631394929816,652.933472638601,635.6470588235297
ARIMAX,공급_large,12,1,,10.210455483771296,148.02934784654042,678.0,807.9999999999944,745.9648023813901,806.000000000001,928.0000000000066,1292.999999999997,1437.0000000000014,940.9999999999956,1308.0000000000025,1003.0000000000005,1017.0,1030.0000000000002
ARIMAX,공급_large,12,3,,25.89652529283818,354.6576477130795,737.0000000000014,684.9999999999917,678.0,937.9999999999832,757.6611901834957,862.0000000000031,1078.00000000002,1732.9999999999911,1801.0000000000036,626.9999999999868,1518.0000000000068,803.000000000001
ARIMAX,공급_large,12,6,,37.66726032959119,598.3264092605068,722.0000000000049,643.0,629.0000000000014,809.0000000000027,699.9999999999835,678.0,1132.9999999999668,794.2202252766655,946.000000000006,1303.0000000000405,2392.9999999999827,2347.000000000007
ARIMAX,공급_large,12,12,,36.10151258245918,406.6538249338534,1214.9999999999727,578.0000000000069,667.9999999999862,1232.9999999999673,683.9999999999741,517.9999999999891,794.0000000000097,643.0,617.0000000000027,953.0000000000056,729.9999999999671,678.0
ARIMAX,공급_large,36,1,,9.531022919487626,144.74447067367345,684.9947716369219,789.3175811304293,780.2686708520719,797.178545900751,912.0588261641172,1277.6786523109895,1443.2774662388572,915.121890573206,1182.0246180087456,1119.9775600616454,986.7870658691792,1076.5243165315817
ARIMAX,공급_large,36,3,,21.680783777710413,329.03142649391725,714.9194500310201,702.9333043016123,699.5451079254459,892.1924971096327,825.8810362542148,841.3902631541695,1039.1562832817383,1689.472999477225,1818.60840470932,540.6194126161755,1228.9211034554444,1058.521718067543
ARIMAX,공급_large,36,6,,36.96471753704176,578.2598415995488,685.1785259505174,622.9714026578206,620.7931721003301,766.7461447012449,734.1112973452263,721.2936733348281,1045.1072701847015,896.3735056643986,906.9006020967464,1228.5672975131708,2306.28799912496,2380.156710727508
ARIMAX,공급_large,36,12,,29.178312873358088,368.707216196039,906.3673240031568,796.4175614234306,675.4060140212903,1110.623701313482,843.608357243517,559.8033589474243,721.919112320534,551.1279411296479,600.9285296341149,870.2385527842353,796.6846545112696,764.7757835635548
ARIMAX,공급_large,60,1,,10.238137950452693,153.9288615161708,680.0799801191073,778.0229675571076,759.6090513477635,788.40689636412,888.7218806463246,1210.1527091299413,1405.2019875785734,1067.452568319396,1453.2417845820032,1113.084745762712,1068.8305084745762,1053.4171765056944
ARIMAX,공급_large,60,3,,21.152968732830523,289.70637961793415,670.3709584440485,670.9444398810183,680.0799801191073,843.120511634564,817.3702444689458,794.0627219769152,979.836010032381,1484.458127389824,1751.9276227026237,1304.462239964085,1398.027417803183,1133.2542372881358
ARIMAX,공급_large,60,6,,35.033111250883515,499.831923021685,654.2452962657152,639.5826308651768,640.4796814574158,670.4043072298463,670.9482664737053,680.0799801191073,949.6477570590936,883.1461297473409,806.4124506593859,1112.5119280177628,1895.916254779648,2258.4513633425263
ARIMAX,공급_large,60,12,,34.22248549783322,390.1367028629244,608.4408886761613,589.6974255925206,597.8098201737496,658.5403606261907,645.7719360582663,635.961244054028,654.2452962657152,639.5826308651768,640.4796411567077,670.4045155812825,670.9482820407521,680.0799801191073
ARIMAX,공급_large,120,1,,8.218699991041296,119.3878294740713,674.4705882352941,751.790318864824,754.6257293452563,784.0613876279021,865.4443685084988,1170.795109423006,1377.1055635737357,1098.4093174205068,1247.043315489134,1093.5823362083588,1055.2602190211692,1043.2539091268875
ARIMAX,공급_large,120,3,,18.108860186401856,244.836286730638,660.0801716786941,676.3954273280233,667.4117647058824,765.3099280475758,763.8501992576196,794.5973112843823,884.7377643166725,1283.9404699621812,1602.5014368617096,1097.1228912417716,1316.0423844111378,1092.611884783228
ARIMAX,공급_large,120,6,,31.14193539807791,402.665449219948,676.0482808172133,662.1855975661102,655.571267146539,660.1595800619674,682.2595015630785,656.8235294117649,785.5893418217034,777.6869041261644,810.4011967691023,913.6778580289332,1453.658510770944,1940.5952467936709
ARIMAX,공급_small,12,1,pca,11.62668943995682,170.38724357704723,678.0,807.9999999999944,750.0,827.8282286352801,872.7641918417271,1292.999999999997,1437.0000000000014,940.9999999999956,1431.9959227305983,1003.000160429931,1018.4715784980943,990.3853059725584
ARIMAX,공급_small,12,3,pca,26.28626251183844,345.6778211781841,679.7975010525242,684.9999999999917,678.0,937.9999999999832,750.0,874.0358953203262,1005.4283611259472,1732.9999999999911,1801.0000000000036,626.9999999999868,1419.9124992342204,803.0004778535248
ARIMAX,공급_small,12,6,pca,38.4290234570209,599.544377516318,694.5425367852545,643.0,629.0000000000014,694.6847619546501,699.9999999999835,678.0,1132.9999999999668,750.0,967.5910862531396,1200.4532416019722,2392.9999999999827,2347.000000000007
ARIMAX,공급_small,12,12,pca,35.91175214696453,416.6359631128495,1214.9999999999727,757.3522572590222,720.9741896806843,1232.9999999999673,683.9999999999741,517.9999999999891,739.0850735705089,643.0,617.0000000000027,725.2741629864939,729.9999999999671,678.0
ARIMAX,공급_small,36,1,pca,10.239508154948568,172.65760486689595,693.3243767344267,778.4585676111401,756.8133781359005,824.2923662183804,894.5293112123877,1257.6775394748424,1436.9999999999966,941.000000000005,1472.769563327081,1060.6091477597972,1043.5413080234307,1004.0431753847467
ARIMAX,공급_small,36,3,pca,22.87974941387977,320.4170753303397,689.9591723769576,640.3595741311469,712.9977167953394,845.0178434700633,818.2196251402942,875.8492477972848,977.5879336371632,1627.0326184245273,1800.9999999999898,627.000000000015,1410.042787898888,991.7104367325242
ARIMAX,공급_small,36,6,pca,36.25176814073358,554.9224145467347,672.5577673415735,626.7802190466797,643.356589641115,717.9511258803351,594.1524669494033,746.7717992860609,953.2172373696264,883.8913433527092,971.7479832021268,1102.1758672743265,2181.0652368490546,2346.99999999998
ARIMAX,공급_small,36,12,pca,29.452244326616057,355.29775210049013,533.8352002194014,546.511734365472,770.7856242260165,949.0474079895976,844.4827510785656,742.073465565464,696.4893728943221,610.9146229951214,643.6877825338418,775.5277373825377,543.2380301216227,813.1626682928876
ARIMAX,공급_small,60,1,pca,11.05533800077497,169.98748566265093,678.0,778.0229675571076,759.6090513477635,822.7889635968694,888.7218806463246,1210.1527091299413,1428.1886043298764,941.000000000012,1453.2417845820032,1103.0,1060.0,990.1066879389876
ARIMAX,공급_small,60,3,pca,22.12012306594252,301.8428293780523,665.0,670.0,678.0,843.120511634564,817.3702444689458,874.7467387856891,979.836010032381,1484.458127389824,1774.5658129896292,627.0000000000362,1398.027417803183,1103.0
ARIMAX,공급_small,60,6,pca,34.16744161818397,501.7841541947137,650.0,643.0,641.0,665.0,670.0,678.0,949.6477570590936,883.1461297473409,969.3100639985552,1112.5119280177628,1895.916254779648,2294.1316259792584
ARIMAX,공급_small,60,12,pca,34.60695974464965,391.4681766546718,591.0,590.0,596.0,645.0,648.0,638.0,650.0,643.0,641.0,665.0,670.0,678.0
ARIMAX,공급_small,120,1,pca,7.709143022072872,118.4146594532016,678.0,750.1624011290263,754.9251839603003,808.7041295719686,893.3554538842735,1218.4063690244675,1406.0298438576924,1098.0,1243.9650302399486,1103.0,1060.0,1045.0
ARIMAX,공급_small,120,3,pca,19.691266273227345,272.8815535201141,660.0801716786941,675.7469975197608,678.0,764.4872033870791,764.7755518809008,864.1073798797235,980.0111664824984,1515.4058139541607,1752.0759419352942,1098.0,1322.1239773801892,1103.0
ARIMAX,공급_small,120,6,pca,36.58880054191888,517.8851185267041,650.0,643.0,641.0,660.1595800619674,681.934941789628,678.0,785.9744067741584,779.5511037618016,949.6608917912528,1117.961772991453,1971.074698461545,2258.86095271031
ARIMAX,공급_small,120,12,pca,34.45119420583782,389.9975999515778,591.0,590.0,596.0,645.0,648.0,638.0,650.0,643.0,641.0,660.1583190597427,694.3061651543323,678.0
ARIMAX,공급_large,12,1,pca,10.0464363980275,148.03348216156974,687.7143590924741,807.9999999999944,764.0,806.000000000001,928.0000000000066,1313.8,1437.0000000000014,940.9999999999956,1308.0000000000025,1003.0000000000005,1017.0,1030.0000000000002
ARIMAX,공급_large,12,3,pca,26.760205705532183,369.1422569258924,688.6380672128777,684.9999999999917,703.8190695412254,937.9999999999832,792.0,862.0000000000031,1078.00000000002,1857.8,1801.0000000000036,626.9999999999868,1518.0000000000068,803.000000000001
ARIMAX,공급_large,12,6,pca,41.05112073579338,682.0892349437422,773.41103810088,643.0,678.5839982674953,712.6642211950556,699.9999999999835,729.1177416360312,1132.9999999999668,834.0,946.000000000006,1303.0000000000405,2829.8,2347.000000000007
ARIMAX,공급_large,12,12,pca,45.23420732615395,593.2449279642715,2450.0235641267627,644.0299951328943,720.9741896806843,1232.9999999999673,683.9999999999741,700.3543587293439,1036.7211411007956,643.0,756.4649499492264,761.7806937786103,729.9999999999671,779.2718952657161
ARIMAX,공급_large,36,1,pca,9.378850808610917,145.52643510667824,658.7014409106944,761.1482149287301,746.750170486275,809.7023899193069,894.5293112123877,1161.3370383059714,1436.576638827505,941.000000000005,1244.7348515872304,1061.8057250179895,1052.4466629902397,1034.1571657705977
ARIMAX,공급_large,36,3,pca,22.043467012484506,303.8389257311801,697.476089604465,640.3595741311469,653.469228285679,797.4446447861901,781.3679674201484,835.8068850090647,977.5879336371632,1363.011114917914,1800.364958241257,627.000000000015,1361.2045547616915,1014.4961553606717
ARIMAX,공급_large,36,6,pca,35.11534309354187,507.04472781291497,726.4877361552881,626.2919593912329,605.3309391427167,699.5811743786778,594.1524669494033,633.9937452915997,851.8892895723801,799.6050438417939,873.0521140232271,1102.1758672743265,1685.0222298358278,2345.075631034112
ARIMAX,공급_large,36,12,pca,35.04533567177028,399.6352322555042,533.8352002194014,570.7080751275838,578.5237596345218,672.419690543434,868.0176489403061,639.3334548097562,737.2593529008178,609.9970551687657,528.6636835862128,740.4029661882297,543.2380301216227,609.8716262161504
ARIMAX,공급_large,60,1,pca,9.233295535025611,142.15797137786237,678.0,762.1245083054048,745.5026717390115,822.7889635968694,888.7218806463246,1210.1527091299413,1428.1886043298764,942.03748238714,1246.865834826897,1103.0,1060.0,1053.287160536741
ARIMAX,공급_large,60,3,pca,22.64013621998385,300.5864937369588,665.0,670.0,678.0,775.1974848670106,769.826859355757,874.7467387856891,979.836010032381,1484.458127389824,1774.5658129896292,628.1466910594709,1334.8531141001488,1103.0
ARIMAX,공급_large,60,6,pca,36.02867079380833,513.5479518750038,650.0,643.0,641.0,665.0,670.0,678.0,795.5970902027175,783.2413739580523,969.3100639985552,1112.5119280177628,1895.916254779648,2294.1316259792584
ARIMAX,공급_large,60,12,pca,34.60695974464965,391.4681766546718,591.0,590.0,596.0,645.0,648.0,638.0,650.0,643.0,641.0,665.0,670.0,678.0
ARIMAX,공급_large,120,1,pca,9.382107225956393,136.34114948336793,678.0,750.1624011290263,754.9251839603003,774.6917629096118,863.414839450336,1151.0698506745412,1406.8583005075357,1001.9293537067092,1242.5420544105264,1103.0,1060.0,1045.0
ARIMAX,공급_large,120,3,pca,19.43529827741848,275.2305624617031,660.0801716786941,675.7469975197608,678.0,764.4872033870791,764.7755518809008,787.991235571896,884.244518351008,1307.2095520236228,1756.7140869311563,1031.805072973752,1321.626163231579,1103.0
ARIMAX,공급_large,120,6,pca,36.02723774848142,477.7304141736223,650.0,643.0,541.5162491162489,660.1595800619674,681.934941789628,678.0,785.9744067741584,779.5511037618016,807.116635968193,915.489036702016,1541.4191040472456,2264.052955996017
ARIMAX,공급_large,120,12,pca,34.45269682913574,389.5166589894978,594.0201239581264,589.7755676493621,596.0,645.0,648.0,658.3672910558623,650.0,643.0,618.7472412276405,660.1583190597427,694.3061651543323,678.0
ARIMAX,전부 다,12,1,pca,10.914267254296892,169.76217730949827,678.0,797.4513572735494,746.2281478288538,827.8282286352801,928.0000000000066,1292.999999999997,1437.0000000000014,940.9999999999956,1460.8234203850334,1118.9430529266924,1033.6519383660016,1030.0000000000002
ARIMAX,전부 다,12,3,pca,23.44437324978561,340.7399702849021,686.0092291141434,684.9999999999917,678.0,876.7733528109277,803.2526015460206,874.0358953203262,1078.00000000002,1732.9999999999911,1801.0000000000036,626.9999999999868,1493.5806597540086,1045.5755728084528
ARIMAX,전부 다,12,6,pca,37.63601865349135,595.6395802658834,722.0000000000049,621.7394397634949,713.0,706.7774681510783,699.9999999999835,678.0,1041.2435304179417,847.3998818085178,967.5910862531396,1303.0000000000405,2392.9999999999827,2347.000000000007
ARIMAX,전부 다,12,12,pca,34.04438540374365,388.4475453742088,1214.9999999999727,872.7516305020978,667.9999999999862,1232.9999999999673,819.0585112145045,517.9999999999891,794.0000000000097,601.9681932171217,929.0,747.9575817219985,729.9999999999671,678.0
ARIMAX,전부 다,36,1,pca,11.595080339583612,176.31732522715166,693.3243767344267,778.4585676111401,756.8133781359005,813.2575192624142,894.5293112123877,1293.0000000000016,1437.0197352384346,943.117928778278,1478.0744879787037,1155.2571776543157,1067.3491957184822,1077.5276800245854
ARIMAX,전부 다,36,3,pca,25.29360281206467,345.3024668418994,689.9591723769576,635.3452136210402,712.9977167953394,845.0178434700633,818.2196251402942,838.8615122184677,977.5879336371632,1733.0000000000048,1801.0592057153035,629.6965748482774,1467.7069242042094,1197.075385773521
ARIMAX,전부 다,36,6,pca,38.11282618946012,595.6007206656982,693.312183382819,663.1734203093862,643.356589641115,717.9511258803351,582.9109949833999,746.7717992860609,953.2172373696264,883.8913433527092,876.4651714171084,1102.1758672743265,2393.000000000009,2347.118411430607
ARIMAX,전부 다,36,12,pca,27.53456216145624,348.308813742599,968.9449340897412,766.4788155509082,770.7856242260165,972.2427076371876,868.0176489403061,747.3868983837006,690.790029538605,645.0323191768646,643.6877825338418,775.5277373825377,523.6081647699469,813.1626682928876
ARIMAX,전부 다,60,1,pca,11.23846690971157,172.62773174915628,678.0,778.0229675571076,759.6090513477635,822.7889635968694,888.7218806463246,1217.8517740904488,1428.1886043298764,941.000000000012,1467.7812671699896,1111.805825090553,1066.9189855894622,990.1066879389876
ARIMAX,전부 다,60,3,pca,22.808709866700543,308.20101507860824,665.0,670.0,678.0,843.120511634564,817.3702444689458,874.7467387856891,979.836010032381,1498.8431911500566,1774.5658129896292,627.0000000000362,1442.6841650134895,1131.944832714861
ARIMAX,전부 다,60,6,pca,34.526724969492896,508.27752512809553,650.0,643.0,641.0,665.0,670.0,678.0,949.6477570590936,883.1461297473409,969.3100639985552,1112.5119280177628,1940.9703870337864,2294.1316259792584
ARIMAX,전부 다,60,12,pca,34.60695974464965,391.4681766546718,591.0,590.0,596.0,645.0,648.0,638.0,650.0,643.0,641.0,665.0,670.0,678.0
ARIMAX,공급_small,12,1,pca_xlag,10.427348656904517,155.06053295708458,691.4226269076113,783.9577961560094,763.2102190512869,849.1773847630878,866.1555673399985,1292.9999999999955,1437.0000000000002,941.0000000000019,1308.0000000000007,1163.7365366058496,988.5643132158331,1009.2858813291158
ARIMAX,공급_small,12,3,pca_xlag,25.28331863419575,348.2272645226506,737.0000000000175,695.2809483658401,703.158720327087,901.7725788159723,769.183754045572,917.6380740052796,976.0918484229663,1732.9999999999864,1801.0000000000007,627.0000000000058,1518.000000000002,1245.3695275018188
ARIMAX,공급_small,12,6,pca_xlag,33.62450850762554,588.7965191627085,721.9999999999897,715.7336986202856,629.0000000000027,809.0000000000352,709.4039757847978,727.5475047149245,1097.1001849235827,771.0960479141598,1096.7585983949666,1100.123810028459,2392.9999999999727,2347.000000000001
ARIMAX,공급_small,12,12,pca_xlag,36.65454630253227,398.5445128220201,1214.9999999999582,392.2192008012775,667.9999999999932,1232.9999999999654,684.0000000000382,517.9999999999836,793.9999999999794,780.574279893553,617.0000000000055,953.0000000000707,701.5412643585181,775.6094240656892
ARIMAX,공급_small,36,1,pca_xlag,11.055855020597862,174.3992300930323,661.8159420170607,776.8042255121898,769.3836244652568,825.4058769247019,886.6171684999427,1293.0000000000011,1437.000000000002,940.9999999999999,1469.2601070033552,1072.710739518601,1060.8486499586218,985.7075185712318
ARIMAX,공급_small,36,3,pca_xlag,23.56436307897084,334.01898788630245,691.6843016634831,693.6450811780302,647.4798187253757,839.3983514379552,808.1508733957705,876.8095020587991,974.7421748654185,1733.0000000000039,1801.0000000000057,626.9999999999992,1407.938661884892,1025.4437438187251
ARIMAX,공급_small,36,6,pca_xlag,37.62370747316142,597.1290649124597,725.0396551838707,625.8889649240457,622.440229825666,721.4787440211932,717.5384459149737,619.9039506355718,942.4477724965384,866.3017467915411,973.8614943063401,1102.08045717034,2393.0000000000077,2347.000000000011
ARIMAX,공급_small,36,12,pca_xlag,28.1588933031195,351.4444713135583,550.3252907511281,656.7169126454501,770.9894356408869,947.8685963427524,845.0566053668528,743.4545416864122,729.1381398050303,609.2148701928778,561.1379487257523,782.2664007171256,766.3516562718294,615.7477104901357
ARIMAX,공급_small,60,1,pca_xlag,11.117146439049092,172.37618829009799,678.0,774.4205637334805,763.3124723703268,821.491286777571,888.3306550958317,1205.5099259028993,1428.684477426354,941.0000000000018,1466.1467772749947,1103.0,1060.0,990.8903865480166
ARIMAX,공급_small,60,3,pca_xlag,22.554879701150824,307.69016460508556,665.0,670.0,678.0,839.8605885981366,821.773969786911,873.4842300574824,979.7473719829459,1470.529777708698,1776.0534322790622,627.0000000000055,1462.3950346333575,1103.0
ARIMAX,공급_small,60,6,pca_xlag,33.9776331957778,498.2786217355247,650.0,643.0,641.0,665.0,670.0,678.0,942.5982915918046,892.2988467692902,966.6344920368412,1112.2686673564117,1868.059555417396,2297.1068645581245
ARIMAX,공급_small,60,12,pca_xlag,34.60695974464965,391.4681766546718,591.0,590.0,596.0,645.0,648.0,638.0,650.0,643.0,641.0,665.0,670.0,678.0
ARIMAX,공급_small,120,1,pca_xlag,9.421774792248637,152.14583247143761,678.0,768.8487233431701,773.0135386303873,814.3364845590067,897.5231723637872,1201.5227177620495,1426.9264182168397,1098.0,1444.549001041463,1103.0,1060.0,1045.0
ARIMAX,공급_small,120,3,pca_xlag,18.517471997301076,271.62088319355126,665.0,676.1708011419646,678.0,823.4761621576935,828.096485170342,867.1263697525058,991.7402044539417,1352.867351466836,1770.779254650519,1098.0,1453.5232648125589,1103.0
ARIMAX,공급_small,120,6,pca_xlag,31.89910315115416,462.0117416568935,649.8550401186706,644.4109678144927,641.1848592872368,665.0,682.3416022839292,678.0,918.6415872672242,900.1692249531484,953.7185330750841,1136.6102003966778,1579.8843020240154,2286.5585093010386
ARIMAX,공급_small,120,12,pca_xlag,34.399901021320396,389.3829377264598,591.0,590.0,596.0,645.0,648.0193156663657,638.0,649.8550401186706,644.4113337855356,641.1848594935041,665.0,694.6832045678584,678.0
