company,variable,group,importance,corr_total,corr_sub
TCS,IS_Current Tax - Total.1,,,,0.763
TCS,"IS_Depreciation, Supplemental",IS,5.0,,0.702
TCS,IS_Depreciation/Amortization,IS,5.0,,0.705
TCS,IS_Diluted EPS Excluding ExtraOrd Items,IS,5.0,,0.785
TCS,IS_Diluted EPS Including ExtraOrd Items,IS,5.0,,0.785
TCS,IS_Diluted Net Income,IS,5.0,,0.791
TCS,IS_Diluted Normalized EPS,IS,5.0,,0.794
TCS,IS_Gross Profit,IS,5.0,,0.807
TCS,IS_Income Available to Com Excl ExtraOrd,IS,5.0,,0.791
TCS,IS_Income Available to Com Incl ExtraOrd,IS,5.0,,0.791
TCS,IS_Interest Income - Non-Operating,IS,5.0,,0.731
TCS,IS_Labor & Related Expense,IS,5.0,,0.829
TCS,IS_Labor & Related Expense Suppl.,IS,5.0,,0.829
TCS,IS_Net Income,IS,5.0,,0.79
TCS,IS_Net Income After Taxes,IS,5.0,,0.788
TCS,IS_Net Income Before Extra. Items,IS,5.0,,0.79
TCS,IS_Net Income Before Taxes,IS,5.0,,0.792
TCS,IS_Net Sales,IS,5.0,,0.815
TCS,IS_Normalized EBIT,IS,5.0,,0.777
TCS,IS_Normalized EBITDA,IS,5.0,,0.778
TCS,IS_Normalized Inc. Avail to Com.,IS,5.0,,0.798
TCS,IS_Normalized Income After Taxes,IS,5.0,,0.795
TCS,IS_Normalized Income Before Taxes,IS,5.0,,0.799
TCS,IS_Operating Income,IS,5.0,,0.769
TCS,IS_Other Operating Expense,IS,5.0,,0.806
TCS,"IS_Other Operating Expenses, Total",IS,5.0,,0.805
TCS,IS_Provision for Income Taxes,IS,5.0,,0.795
TCS,"IS_Rental Expense, Supplemental",IS,5.0,,0.72
TCS,IS_Revenue,IS,5.0,,0.805
TCS,"IS_Selling/General/Admin. Expenses, Total",IS,5.0,,0.8
TCS,IS_Total Operating Expense,IS,5.0,,0.809
TCS,IS_Total Revenue,IS,5.0,,0.805
TCS,Opex Margin,수익성,0.0,,0.834
TCS,SG&A,수익성,2.0,,0.8
TCS,단기투자자산,안정성,1.0,,0.876
TCS,당기순이익(천원),수익성,1.0,,0.79
TCS,매출액(천원),성장성,0.0,,0.805
TCS,무형자산,안정성,2.0,,-0.75
TCS,영업이익(천원),수익성,1.0,,0.769
TCS,유동자산(천원),안정성,2.0,,0.85
TCS,유형자산감상비 누계,안정성,1.0,,-0.825
TCS,자산총계(천원),안정성,2.0,,0.828
TCS,재고자산회전율(비율),활동성,2.0,,-0.749
TCS,매출총이익(천원),수익성,0.0,,0.807
