company,variable,group,importance,corr_total,corr_sub
Infosys,BS_Accounts Payable,BS,5.0,0.753,0.621
Infosys,FS_Operating Profit before Non-Recurring Income/Expense,FS,5.0,0.743,0.661
Infosys,BS_Number of Common Shareholders,BS,5.0,0.741,0.734
Infosys,CF_Cash from Operating Activities,CF,5.0,0.731,0.679
Infosys,"IS_Research & Development Exp, Supplemental",IS,5.0,0.727,0.78
Infosys,BS_Cash and Short Term Investments,BS,5.0,0.727,0.858
Infosys,단기투자자산,안정성,1.0,0.727,0.858
Infosys,CF_Net Cash - Beginning Balance,CF,5.0,0.722,0.85
Infosys,FS_Cash & Short-Term Investments,FS,5.0,0.719,0.853
Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",FS,5.0,0.712,0.824
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",,,0.712,0.824
Infosys,IS_Expected Rate of Return - Domestic,IS,5.0,0.703,0.714
Infosys,CF_Depreciation,CF,5.0,0.701,0.636
Infosys,CF_Depreciation/Depletion,CF,5.0,0.701,0.636
Infosys,IS_Income Tax - Total,IS,5.0,0.69,0.798
Infosys,CF_Sale/Maturity of Investment,CF,5.0,0.688,0.708
Infosys,CF_Financing Cash Flow Items,CF,5.0,0.685,0.58
Infosys,CF_Other Financing Cash Flow,CF,5.0,0.685,0.58
Infosys,IS_Selling/General/Administrative Expense,IS,5.0,0.685,0.702
Infosys,CF_Cash Taxes Paid,CF,5.0,0.684,0.69
Infosys,BS_Other Long Term Liabilities,BS,5.0,0.683,0.559
Infosys,CF_Other Liabilities,CF,5.0,0.681,0.659
Infosys,CF_Net Income/Starting Line,CF,5.0,0.675,0.644
Infosys,FS_Income Tax Rate - %,FS,5.0,0.673,0.703
Infosys,IS_Interest Income - Non-Operating,IS,5.0,0.651,0.843
Infosys,BS_Long Term Investments,BS,5.0,0.639,
Infosys,BS_LT Investments - Other,BS,5.0,0.637,
Infosys,CF_Net Cash - Ending Balance,CF,5.0,0.636,0.784
Infosys,FS_Shares used to calculate Diluted EPS - Total,FS,5.0,0.631,0.721
Infosys,BS_Prepaid Benefits - Domestic,BS,5.0,0.63,
Infosys,FS_Common Shares - Outstanding - Total,FS,5.0,0.625,0.717
Infosys,BS_Compensation Rate - Domestic,BS,5.0,0.595,0.899
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",,,0.582,0.733
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",,,0.582,0.733
Infosys,BS_Notes Receivable - Short Term,BS,5.0,0.576,0.678
Infosys,"BS_Other Liabilities, Total",BS,5.0,0.549,
Infosys,IS_Expected Return on Assets - Domestic,IS,5.0,0.544,
Infosys,IS_Total Plan Expected Return,IS,5.0,0.544,
Infosys,BS_Cash & Equivalents,BS,5.0,0.529,0.652
Infosys,FS_Cash & Cash Equivalents,FS,5.0,0.524,0.655
Infosys,IS_Gross Dividends - Common Stock,IS,5.0,0.515,
Infosys,부채비율(비율),안정성,0.0,0.51,
Infosys,자기자본비율,안정성,2.0,-0.507,
Infosys,ROGI(%),수익성,0.0,-0.507,
Infosys,"CF_Issuance (Retirement) of Stock, Net",CF,5.0,-0.509,
Infosys,FS_Gross Profit Margin - %,FS,5.0,-0.534,
Infosys,매출액이익률(비율),수익성,0.0,-0.534,
Infosys,"BPS(지배, Adj.)(원/주)",안정성,2.0,-0.56,-0.822
Infosys,IS_Interest Cost - Domestic,IS,5.0,-0.582,-0.525
Infosys,IS_Total Plan Interest Cost,IS,5.0,-0.582,-0.525
Infosys,영업이익증가율(YoY)(연도),성장성,1.0,-0.584,-0.727
Infosys,순이익증가율(YoY)(비율),성장성,1.0,-0.593,-0.685
Infosys,순부채(천원),안정성,2.0,-0.621,-0.831
Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,BS,5.0,-0.621,-0.831
Infosys,CF_Accounts Receivable,CF,5.0,-0.634,-0.66
Infosys,BS_Other Current Assets,BS,5.0,-0.637,-0.736
Infosys,FS_Dividend Coverage - %,FS,5.0,-0.643,-0.558
Infosys,CF_Changes in Working Capital,CF,5.0,-0.646,-0.701
Infosys,운전자본증감(천원),안정성,2.0,-0.646,-0.701
Infosys,CF_Purchase of Investments,CF,5.0,-0.662,-0.667
Infosys,매출액증가율(YoY)(연도),성장성,0.0,-0.675,-0.778
Infosys,CF_Other Operating Cash Flow,CF,5.0,-0.684,-0.69
Infosys,FS_Net Margin - %,FS,5.0,-0.687,-0.613
Infosys,순이익률(비율),수익성,2.0,-0.687,-0.613
Infosys,매입채무회전율,활동성,2.0,-0.719,-0.663
Infosys,"FS_Reinvestment Rate - %, TTM",FS,5.0,-0.721,-0.716
Infosys,CF_Cash from Financing Activities,CF,5.0,-0.727,-0.707
Infosys,"FS_Tax Complement, TTM",FS,5.0,-0.741,-0.771
Infosys,인당영업이익s,수익성,1.0,-0.762,-0.854
Infosys,CF_Total Cash Dividends Paid,CF,5.0,-0.78,-0.782
Infosys,CF_Cash Dividends Paid - Common,CF,5.0,-0.78,-0.782
Infosys,FS_ROE,FS,5.0,-0.786,-0.911
Infosys,ROE(지배)(비율),수익성,1.0,-0.786,-0.911
Infosys,FS_ROIC,FS,5.0,-0.823,-0.91
Infosys,인당순이익s,수익성,2.0,-0.87,-0.87
Infosys,ROA(비율),수익성,1.0,-0.874,-0.905
Infosys,FS_ROA,FS,5.0,-0.874,-0.905
Infosys,"FS_Pretax ROA - %, TTM",FS,5.0,-0.878,-0.908
Infosys,CF_Avg. FX Rate (INR/USD),CF,5.0,-0.883,-0.846
Infosys,IS_Avg. FX Rate (INR/USD),IS,5.0,-0.886,-0.856
Infosys,BS_Period End FX Rate (INR/USD),BS,5.0,-0.893,-0.867
Infosys,BS_Accumulated Intangible Amortization,BS,5.0,-0.904,-0.873
Infosys,무형자산감상비 누계,안정성,1.0,-0.904,-0.873
Infosys,유형자산감상비 누계,안정성,1.0,-0.963,-0.951
Infosys,"BS_Accumulated Depreciation, Total",BS,5.0,-0.963,-0.951
Infosys,BS_Construction in Progress - Gross,BS,5.0,,0.73
Infosys,BS_Expected Rate of Return - Domestic,BS,5.0,,0.576
Infosys,BS_Pension Benefits - Underfunded,BS,5.0,,-0.637
Infosys,FS_CAPEX,FS,5.0,,0.607
Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",IS,5.0,,0.562
Infosys,IS_Interest/Invest Income - Non-Operating,IS,5.0,,0.568
Infosys,"IS_Rental Expense, Supplemental",IS,5.0,,0.699
Infosys,재고자산회전율(비율),활동성,2.0,,-0.526
Infosys,CAPEX(천원),성장성,1.0,,0.607
