company,variable,corr,group,importance,company,variable,corr,group,importance
Infosys,BS_Expected Rate of Return - Domestic,0.324,BS,5.0,Infosys,BS_Expected Rate of Return - Domestic,0.576,BS,5.0
Infosys,BS_Full-Time Employees,0.965,BS,5.0,Infosys,BS_Full-Time Employees,0.953,BS,5.0
Infosys,BS_Goodwill - Net,0.936,BS,5.0,Infosys,BS_Goodwill - Net,0.907,BS,5.0
Infosys,"BS_Goodwill, Net",0.936,BS,5.0,Infosys,"BS_Goodwill, Net",0.907,BS,5.0
Infosys,BS_Income Taxes Payable,0.832,BS,5.0,Infosys,BS_Income Taxes Payable,0.827,BS,5.0
Infosys,BS_Intangibles - Gross,0.896,BS,5.0,Infosys,BS_Intangibles - Gross,0.879,BS,5.0
Infosys,"BS_Intangibles, Net",0.829,BS,5.0,Infosys,"BS_Intangibles, Net",0.757,BS,5.0
Infosys,BS_LT Investments - Other,0.637,BS,5.0,Infosys,BS_LT Investments - Other,0.383,BS,5.0
Infosys,BS_Land/Improvements - Gross,0.849,BS,5.0,Infosys,BS_Land/Improvements - Gross,0.893,BS,5.0
Infosys,BS_Long Term Investments,0.639,BS,5.0,Infosys,BS_Long Term Investments,0.388,BS,5.0
Infosys,BS_Machinery/Equipment - Gross,0.926,BS,5.0,Infosys,BS_Machinery/Equipment - Gross,0.893,BS,5.0
Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,-0.621,BS,5.0,Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,-0.831,BS,5.0
Infosys,BS_Note Receivable - Long Term,0.843,BS,5.0,Infosys,BS_Note Receivable - Long Term,0.79,BS,5.0
Infosys,BS_Notes Receivable - Short Term,0.576,BS,5.0,Infosys,BS_Notes Receivable - Short Term,0.678,BS,5.0
Infosys,BS_Number of Common Shareholders,0.741,BS,5.0,Infosys,BS_Number of Common Shareholders,0.734,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 2,0.92,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 2,0.895,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 3,0.92,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 3,0.895,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 4,0.92,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 4,0.895,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 5,0.92,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 5,0.895,BS,5.0
Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,0.919,BS,5.0,Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,0.894,BS,5.0
Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,0.919,BS,5.0,Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,0.894,BS,5.0
Infosys,BS_Other Current Assets,-0.637,BS,5.0,Infosys,BS_Other Current Assets,-0.736,BS,5.0
Infosys,"BS_Other Current Assets, Total",-0.217,BS,5.0,Infosys,"BS_Other Current Assets, Total",-0.386,BS,5.0
Infosys,BS_Other Current Liabilities,0.31,BS,5.0,Infosys,BS_Other Current Liabilities,0.308,BS,5.0
Infosys,"BS_Other Current liabilities, Total",0.927,BS,5.0,Infosys,"BS_Other Current liabilities, Total",0.922,BS,5.0
Infosys,BS_Other Equity,0.887,BS,5.0,Infosys,BS_Other Equity,0.856,BS,5.0
Infosys,"BS_Other Equity, Total",0.912,BS,5.0,Infosys,"BS_Other Equity, Total",0.892,BS,5.0
Infosys,"BS_Other Liabilities, Total",0.549,BS,5.0,Infosys,"BS_Other Liabilities, Total",-0.021,BS,5.0
Infosys,BS_Other Long Term Assets,-0.209,BS,5.0,Infosys,BS_Other Long Term Assets,-0.448,BS,5.0
Infosys,"BS_Other Long Term Assets, Total",0.908,BS,5.0,Infosys,"BS_Other Long Term Assets, Total",0.881,BS,5.0
Infosys,BS_Other Long Term Liabilities,0.683,BS,5.0,Infosys,BS_Other Long Term Liabilities,0.559,BS,5.0
Infosys,BS_Other Payables,0.436,BS,5.0,Infosys,BS_Other Payables,0.273,BS,5.0
Infosys,BS_Other Property/Plant/Equipment - Gross,0.77,BS,5.0,Infosys,BS_Other Property/Plant/Equipment - Gross,0.643,BS,5.0
Infosys,BS_Pension Benefits - Underfunded,-0.224,BS,5.0,Infosys,BS_Pension Benefits - Underfunded,-0.637,BS,5.0
Infosys,BS_Pension Obligation - Domestic,0.897,BS,5.0,Infosys,BS_Pension Obligation - Domestic,0.85,BS,5.0
Infosys,BS_Period End FX Rate (INR/USD),-0.893,BS,5.0,Infosys,BS_Period End FX Rate (INR/USD),-0.867,BS,5.0
Infosys,BS_Plan Assets - Domestic,0.898,BS,5.0,Infosys,BS_Plan Assets - Domestic,0.852,BS,5.0
Infosys,BS_Prepaid Benefits - Domestic,0.63,BS,5.0,Infosys,BS_Prepaid Benefits - Domestic,0.473,BS,5.0
Infosys,BS_Prepaid Expenses,0.842,BS,5.0,Infosys,BS_Prepaid Expenses,0.768,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Gross",0.968,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Gross",0.959,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Net",0.965,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Net",0.956,BS,5.0
Infosys,BS_Receivables - Other,-0.252,BS,5.0,Infosys,BS_Receivables - Other,-0.234,BS,5.0
Infosys,BS_Restricted Cash - Current,0.258,BS,5.0,Infosys,BS_Restricted Cash - Current,0.298,BS,5.0
Infosys,BS_Retained Earnings (Accumulated Deficit),0.946,BS,5.0,Infosys,BS_Retained Earnings (Accumulated Deficit),0.965,BS,5.0
Infosys,BS_Shares Outs - Common Stock Primary Issue,-0.202,BS,5.0,Infosys,BS_Shares Outs - Common Stock Primary Issue,0.231,BS,5.0
Infosys,BS_Short Term Investments,-0.074,BS,5.0,Infosys,BS_Short Term Investments,-0.022,BS,5.0
Infosys,"BS_Tangible Book Value, Common Equity",0.934,BS,5.0,Infosys,"BS_Tangible Book Value, Common Equity",0.968,BS,5.0
Infosys,BS_Total Assets,0.981,BS,5.0,Infosys,BS_Total Assets,0.979,BS,5.0
Infosys,BS_Total Common Shares Outstanding,-0.202,BS,5.0,Infosys,BS_Total Common Shares Outstanding,0.231,BS,5.0
Infosys,BS_Total Current Assets,0.942,BS,5.0,Infosys,BS_Total Current Assets,0.962,BS,5.0
Infosys,BS_Total Current Assets less Inventory,0.942,BS,5.0,Infosys,BS_Total Current Assets less Inventory,0.962,BS,5.0
Infosys,BS_Total Current Liabilities,0.94,BS,5.0,Infosys,BS_Total Current Liabilities,0.926,BS,5.0
Infosys,BS_Total Equity,0.948,BS,5.0,Infosys,BS_Total Equity,0.97,BS,5.0
Infosys,BS_Total Equity & Minority Interest,0.949,BS,5.0,Infosys,BS_Total Equity & Minority Interest,0.97,BS,5.0
Infosys,BS_Total Liabilities,0.914,BS,5.0,Infosys,BS_Total Liabilities,0.903,BS,5.0
Infosys,BS_Total Liabilities & Shareholders' Equity,0.981,BS,5.0,Infosys,BS_Total Liabilities & Shareholders' Equity,0.979,BS,5.0
Infosys,"BS_Total Operating Leases, Supplemental",0.903,BS,5.0,Infosys,"BS_Total Operating Leases, Supplemental",0.868,BS,5.0
Infosys,BS_Total Plan Assets,0.898,BS,5.0,Infosys,BS_Total Plan Assets,0.852,BS,5.0
Infosys,BS_Total Plan Obligations,0.897,BS,5.0,Infosys,BS_Total Plan Obligations,0.85,BS,5.0
Infosys,"BS_Total Receivables, Net",0.973,BS,5.0,Infosys,"BS_Total Receivables, Net",0.964,BS,5.0
Infosys,CF_Accounts Payable,0.113,CF,5.0,Infosys,CF_Accounts Payable,-0.029,CF,5.0
Infosys,CF_Accounts Receivable,-0.634,CF,5.0,Infosys,CF_Accounts Receivable,-0.66,CF,5.0
Infosys,CF_Acquisition of Business,-0.208,CF,5.0,Infosys,CF_Acquisition of Business,-0.18,CF,5.0
Infosys,CF_Avg. FX Rate (INR/USD),-0.883,CF,5.0,Infosys,CF_Avg. FX Rate (INR/USD),-0.846,CF,5.0
Infosys,CF_Capital Expenditures,-0.366,CF,5.0,Infosys,CF_Capital Expenditures,-0.446,CF,5.0
Infosys,CF_Cash Dividends Paid - Common,-0.78,CF,5.0,Infosys,CF_Cash Dividends Paid - Common,-0.782,CF,5.0
Infosys,CF_Cash Taxes Paid,0.684,CF,5.0,Infosys,CF_Cash Taxes Paid,0.69,CF,5.0
Infosys,CF_Cash from Financing Activities,-0.727,CF,5.0,Infosys,CF_Cash from Financing Activities,-0.707,CF,5.0
Infosys,CF_Cash from Investing Activities,-0.115,CF,5.0,Infosys,CF_Cash from Investing Activities,-0.026,CF,5.0
Infosys,CF_Cash from Operating Activities,0.731,CF,5.0,Infosys,CF_Cash from Operating Activities,0.679,CF,5.0
Infosys,CF_Changes in Working Capital,-0.646,CF,5.0,Infosys,CF_Changes in Working Capital,-0.701,CF,5.0
Infosys,CF_Depreciation,0.701,CF,5.0,Infosys,CF_Depreciation,0.636,CF,5.0
Infosys,CF_Depreciation/Depletion,0.701,CF,5.0,Infosys,CF_Depreciation/Depletion,0.636,CF,5.0
Infosys,CF_Earnings Quality Score,-0.156,CF,5.0,Infosys,CF_Earnings Quality Score,-0.13,CF,5.0
Infosys,CF_Financing Cash Flow Items,0.685,CF,5.0,Infosys,CF_Financing Cash Flow Items,0.58,CF,5.0
Infosys,CF_Foreign Exchange Effects,-0.08,CF,5.0,Infosys,CF_Foreign Exchange Effects,-0.089,CF,5.0
Infosys,CF_Free Cash Flow,0.754,CF,5.0,Infosys,CF_Free Cash Flow,0.699,CF,5.0
Infosys,"CF_Investment, Net",0.274,CF,5.0,Infosys,"CF_Investment, Net",0.225,CF,5.0
Infosys,"CF_Issuance (Retirement) of Stock, Net",-0.509,CF,5.0,Infosys,"CF_Issuance (Retirement) of Stock, Net",-0.469,CF,5.0
Infosys,CF_Net Cash - Beginning Balance,0.722,CF,5.0,Infosys,CF_Net Cash - Beginning Balance,0.85,CF,5.0
Infosys,CF_Net Cash - Ending Balance,0.636,CF,5.0,Infosys,CF_Net Cash - Ending Balance,0.784,CF,5.0
Infosys,CF_Net Changes in Working Capital,-0.187,CF,5.0,Infosys,CF_Net Changes in Working Capital,-0.405,CF,5.0
Infosys,CF_Net Income/Starting Line,0.675,CF,5.0,Infosys,CF_Net Income/Starting Line,0.644,CF,5.0
Infosys,CF_Non-Cash Items,0.771,CF,5.0,Infosys,CF_Non-Cash Items,0.745,CF,5.0
Infosys,CF_Options Exercised,-0.455,CF,5.0,Infosys,CF_Options Exercised,-0.474,CF,5.0
Infosys,CF_Other Financing Cash Flow,0.685,CF,5.0,Infosys,CF_Other Financing Cash Flow,0.58,CF,5.0
Infosys,CF_Other Investing Cash Flow,-0.105,CF,5.0,Infosys,CF_Other Investing Cash Flow,-0.033,CF,5.0
Infosys,"CF_Other Investing Cash Flow Items, Total",-0.035,CF,5.0,Infosys,"CF_Other Investing Cash Flow Items, Total",0.071,CF,5.0
Infosys,CF_Other Liabilities,0.681,CF,5.0,Infosys,CF_Other Liabilities,0.659,CF,5.0
Infosys,CF_Other Non-Cash Items,0.762,CF,5.0,Infosys,CF_Other Non-Cash Items,0.733,CF,5.0
Infosys,CF_Other Operating Cash Flow,-0.684,CF,5.0,Infosys,CF_Other Operating Cash Flow,-0.69,CF,5.0
Infosys,CF_Prepaid Expenses,-0.275,CF,5.0,Infosys,CF_Prepaid Expenses,-0.347,CF,5.0
Infosys,CF_Purchase of Fixed Assets,-0.368,CF,5.0,Infosys,CF_Purchase of Fixed Assets,-0.447,CF,5.0
Infosys,CF_Purchase of Investments,-0.662,CF,5.0,Infosys,CF_Purchase of Investments,-0.667,CF,5.0
Infosys,CF_Sale/Maturity of Investment,0.688,CF,5.0,Infosys,CF_Sale/Maturity of Investment,0.708,CF,5.0
Infosys,CF_Total Cash Dividends Paid,-0.78,CF,5.0,Infosys,CF_Total Cash Dividends Paid,-0.782,CF,5.0
Infosys,CF_Unusual Items,0.42,CF,5.0,Infosys,CF_Unusual Items,0.432,CF,5.0
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",0.582,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",0.733,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",0.712,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",0.824,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",0.582,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",0.733,,
Infosys,EBIT(천원),0.996,수익성,1.0,Infosys,EBIT(천원),0.996,수익성,1.0
Infosys,EBITDA2(천원),0.78,수익성,1.0,Infosys,EBITDA2(천원),0.697,수익성,1.0
Infosys,EBITDA2마진율(비율),-0.411,수익성,1.0,Infosys,EBITDA2마진율(비율),-0.375,수익성,1.0
Infosys,EBITDA2증가율(YoY)(비율),-0.201,성장성,1.0,Infosys,EBITDA2증가율(YoY)(비율),-0.213,성장성,1.0
Infosys,"EPS(지배, Adj.)(원/주)",-0.323,수익성,2.0,Infosys,"EPS(지배, Adj.)(원/주)",-0.405,수익성,2.0
Infosys,EPS증가율(YoY)(비율),0.238,성장성,2.0,Infosys,EPS증가율(YoY)(비율),0.215,성장성,2.0
Infosys,Employment Number,0.986,ET,2.0,Infosys,Employment Number,0.986,ET,2.0
Infosys,"FS_Accounts Receivable Turnover, TTM",-0.197,FS,5.0,Infosys,"FS_Accounts Receivable Turnover, TTM",-0.064,FS,5.0
Infosys,"FS_Asset Turnover, TTM",-0.412,FS,5.0,Infosys,"FS_Asset Turnover, TTM",-0.489,FS,5.0
Infosys,"FS_Average Net Trade Cycle Days, TTM",-0.133,FS,5.0,Infosys,"FS_Average Net Trade Cycle Days, TTM",-0.134,FS,5.0
Infosys,"FS_Average Receivables Collection Days, TTM",0.171,FS,5.0,Infosys,"FS_Average Receivables Collection Days, TTM",0.002,FS,5.0
Infosys,FS_CAPEX,0.427,FS,5.0,Infosys,FS_CAPEX,0.607,FS,5.0
Infosys,FS_Cash & Cash Equivalents,0.524,FS,5.0,Infosys,FS_Cash & Cash Equivalents,0.655,FS,5.0
Infosys,FS_Cash & Short-Term Investments,0.719,FS,5.0,Infosys,FS_Cash & Short-Term Investments,0.853,FS,5.0
Infosys,FS_Common Equity - Total,0.948,FS,5.0,Infosys,FS_Common Equity - Total,0.97,FS,5.0
Infosys,FS_Common Shares - Outstanding - Total,0.625,FS,5.0,Infosys,FS_Common Shares - Outstanding - Total,0.717,FS,5.0
Infosys,FS_Current Ratio,-0.248,FS,5.0,Infosys,FS_Current Ratio,0.03,FS,5.0
Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",0.927,FS,5.0,Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",0.897,FS,5.0
Infosys,FS_Dividend Coverage - %,-0.643,FS,5.0,Infosys,FS_Dividend Coverage - %,-0.558,FS,5.0
Infosys,FS_Dividend Payout Ratio - %,0.17,FS,5.0,Infosys,FS_Dividend Payout Ratio - %,0.011,FS,5.0
Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",0.712,FS,5.0,Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",0.824,FS,5.0
Infosys,FS_EBITDA Margin - %,-0.411,FS,5.0,Infosys,FS_EBITDA Margin - %,-0.375,FS,5.0
Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,-0.323,FS,5.0,Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,-0.405,FS,5.0
Infosys,FS_Earnings Retention Rate,-0.169,FS,5.0,Infosys,FS_Earnings Retention Rate,-0.011,FS,5.0
Infosys,"FS_Earnings Retention Rate, TTM",-0.441,FS,5.0,Infosys,"FS_Earnings Retention Rate, TTM",-0.317,FS,5.0
Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",0.78,FS,5.0,Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",0.697,FS,5.0
Infosys,FS_Free Cash Flow Net of Dividends,0.328,FS,5.0,Infosys,FS_Free Cash Flow Net of Dividends,0.185,FS,5.0
Infosys,"FS_Free Cash Flow Yield - %, TTM",-0.436,FS,5.0,Infosys,"FS_Free Cash Flow Yield - %, TTM",-0.474,FS,5.0
Infosys,FS_Gross Profit - Industrials/Property - Total,0.86,FS,5.0,Infosys,FS_Gross Profit - Industrials/Property - Total,0.81,FS,5.0
Infosys,FS_Gross Profit Margin - %,-0.534,FS,5.0,Infosys,FS_Gross Profit Margin - %,-0.448,FS,5.0
Infosys,FS_Income Tax Rate - %,0.673,FS,5.0,Infosys,FS_Income Tax Rate - %,0.703,FS,5.0
Infosys,FS_Income before Discontinued Operations & Extraordinary Items,0.981,FS,5.0,Infosys,FS_Income before Discontinued Operations & Extraordinary Items,0.973,FS,5.0
Infosys,FS_Income before Tax Margin - %,-0.383,FS,5.0,Infosys,FS_Income before Tax Margin - %,-0.223,FS,5.0
Infosys,"FS_Income before Tax Margin - %, TTM",-0.328,FS,5.0,Infosys,"FS_Income before Tax Margin - %, TTM",-0.149,FS,5.0
Infosys,FS_Market Capitalization,0.836,FS,5.0,Infosys,FS_Market Capitalization,0.869,FS,5.0
Infosys,FS_Net Cash Flow from Operating Activities,0.908,FS,5.0,Infosys,FS_Net Cash Flow from Operating Activities,0.864,FS,5.0
Infosys,FS_Net Change in Cash - Total,-0.139,FS,5.0,Infosys,FS_Net Change in Cash - Total,-0.112,FS,5.0
Infosys,FS_Net Margin - %,-0.687,FS,5.0,Infosys,FS_Net Margin - %,-0.613,FS,5.0
Infosys,FS_Operating Margin - %,-0.331,FS,5.0,Infosys,FS_Operating Margin - %,-0.278,FS,5.0
Infosys,FS_Operating Profit before Non-Recurring Income/Expense,0.743,FS,5.0,Infosys,FS_Operating Profit before Non-Recurring Income/Expense,0.661,FS,5.0
Infosys,"FS_Pretax ROA - %, TTM",-0.878,FS,5.0,Infosys,"FS_Pretax ROA - %, TTM",-0.908,FS,5.0
Infosys,FS_ROA,-0.874,FS,5.0,Infosys,FS_ROA,-0.905,FS,5.0
Infosys,FS_ROE,-0.786,FS,5.0,Infosys,FS_ROE,-0.911,FS,5.0
Infosys,FS_ROIC,-0.823,FS,5.0,Infosys,FS_ROIC,-0.91,FS,5.0
Infosys,"FS_Reinvestment Rate - %, TTM",-0.721,FS,5.0,Infosys,"FS_Reinvestment Rate - %, TTM",-0.716,FS,5.0
Infosys,FS_Revenue from Business Activities - Total,0.98,FS,5.0,Infosys,FS_Revenue from Business Activities - Total,0.971,FS,5.0
Infosys,FS_Shares used to calculate Diluted EPS - Total,0.631,FS,5.0,Infosys,FS_Shares used to calculate Diluted EPS - Total,0.721,FS,5.0
Infosys,"FS_Tax Complement, TTM",-0.741,FS,5.0,Infosys,"FS_Tax Complement, TTM",-0.771,FS,5.0
Infosys,FS_Total Assets,0.981,FS,5.0,Infosys,FS_Total Assets,0.979,FS,5.0
Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",0.486,FS,5.0,Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",0.042,FS,5.0
Infosys,FS_Working Capital to Total Assets,-0.184,FS,5.0,Infosys,FS_Working Capital to Total Assets,0.163,FS,5.0
Infosys,Free Cash Flow2(천원),0.754,수익성,0.0,Infosys,Free Cash Flow2(천원),0.699,수익성,0.0
Infosys,Gross Investment (GI),0.956,성장성,2.0,Infosys,Gross Investment (GI),0.936,성장성,2.0
Infosys,"IS_Advertising Expense, Supplemental",0.785,IS,5.0,Infosys,"IS_Advertising Expense, Supplemental",0.713,IS,5.0
Infosys,"IS_Amort of Intangibles, Supplemental",0.405,IS,5.0,Infosys,"IS_Amort of Intangibles, Supplemental",0.001,IS,5.0
Infosys,IS_Avg. FX Rate (INR/USD),-0.886,IS,5.0,Infosys,IS_Avg. FX Rate (INR/USD),-0.856,IS,5.0
Infosys,IS_Basic EPS Excluding Extraordinary Items,0.984,IS,5.0,Infosys,IS_Basic EPS Excluding Extraordinary Items,0.977,IS,5.0
Infosys,IS_Basic EPS Including Extraordinary Items,0.984,IS,5.0,Infosys,IS_Basic EPS Including Extraordinary Items,0.977,IS,5.0
Infosys,IS_Basic Normalized EPS,0.985,IS,5.0,Infosys,IS_Basic Normalized EPS,0.979,IS,5.0
Infosys,IS_Basic Weighted Average Shares,-0.17,IS,5.0,Infosys,IS_Basic Weighted Average Shares,0.289,IS,5.0
Infosys,IS_Compensation Rate - Domestic,0.84,IS,5.0,Infosys,IS_Compensation Rate - Domestic,0.862,IS,5.0
Infosys,IS_Cost of Revenue,0.981,IS,5.0,Infosys,IS_Cost of Revenue,0.977,IS,5.0
Infosys,"IS_Cost of Revenue, Total",0.981,IS,5.0,Infosys,"IS_Cost of Revenue, Total",0.977,IS,5.0
Infosys,IS_Current Tax - Domestic,0.857,IS,5.0,Infosys,IS_Current Tax - Domestic,0.818,IS,5.0
Infosys,IS_Current Tax - Foreign,0.355,IS,5.0,Infosys,IS_Current Tax - Foreign,0.279,IS,5.0
Infosys,IS_Current Tax - Total,0.914,IS,5.0,Infosys,IS_Current Tax - Total,0.904,IS,5.0
Infosys,IS_Deferred Tax - Domestic,0.18,IS,5.0,Infosys,IS_Deferred Tax - Domestic,-0.045,IS,5.0
Infosys,IS_Deferred Tax - Foreign,-0.101,IS,5.0,Infosys,IS_Deferred Tax - Foreign,-0.062,IS,5.0
Infosys,IS_Deferred Tax - Total,0.123,IS,5.0,Infosys,IS_Deferred Tax - Total,-0.145,IS,5.0
Infosys,IS_Defined Contribution Expense - Domestic,0.928,IS,5.0,Infosys,IS_Defined Contribution Expense - Domestic,0.955,IS,5.0
Infosys,"IS_Depreciation, Supplemental",0.922,IS,5.0,Infosys,"IS_Depreciation, Supplemental",0.891,IS,5.0
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,0.985,IS,5.0,Infosys,IS_Diluted EPS Excluding ExtraOrd Items,0.977,IS,5.0
Infosys,IS_Diluted EPS Including ExtraOrd Items,0.985,IS,5.0,Infosys,IS_Diluted EPS Including ExtraOrd Items,0.977,IS,5.0
Infosys,IS_Diluted Net Income,0.982,IS,5.0,Infosys,IS_Diluted Net Income,0.976,IS,5.0
Infosys,IS_Diluted Normalized EPS,0.985,IS,5.0,Infosys,IS_Diluted Normalized EPS,0.979,IS,5.0
Infosys,IS_Diluted Weighted Average Shares,-0.396,IS,5.0,Infosys,IS_Diluted Weighted Average Shares,0.018,IS,5.0
Infosys,IS_Discount Rate - Domestic,0.76,IS,5.0,Infosys,IS_Discount Rate - Domestic,0.814,IS,5.0
Infosys,IS_Domestic Pension Plan Expense,0.26,IS,5.0,Infosys,IS_Domestic Pension Plan Expense,0.299,IS,5.0
Infosys,IS_Earnings Quality Score,-0.156,IS,5.0,Infosys,IS_Earnings Quality Score,-0.13,IS,5.0
Infosys,IS_Expected Rate of Return - Domestic,0.703,IS,5.0,Infosys,IS_Expected Rate of Return - Domestic,0.714,IS,5.0
Infosys,IS_Expected Return on Assets - Domestic,0.544,IS,5.0,Infosys,IS_Expected Return on Assets - Domestic,0.466,IS,5.0
Infosys,IS_Gross Dividends - Common Stock,0.515,IS,5.0,Infosys,IS_Gross Dividends - Common Stock,0.391,IS,5.0
Infosys,IS_Gross Profit,1.0,IS,5.0,Infosys,IS_Gross Profit,1.0,IS,5.0
Infosys,IS_Income Available to Com Excl ExtraOrd,0.982,IS,5.0,Infosys,IS_Income Available to Com Excl ExtraOrd,0.976,IS,5.0
Infosys,IS_Income Available to Com Incl ExtraOrd,0.982,IS,5.0,Infosys,IS_Income Available to Com Incl ExtraOrd,0.976,IS,5.0
Infosys,IS_Income Tax - Total,0.69,IS,5.0,Infosys,IS_Income Tax - Total,0.798,IS,5.0
Infosys,IS_Interest Cost - Domestic,-0.582,IS,5.0,Infosys,IS_Interest Cost - Domestic,-0.525,IS,5.0
Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",0.47,IS,5.0,Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",0.562,IS,5.0
Infosys,IS_Interest Income - Non-Operating,0.651,IS,5.0,Infosys,IS_Interest Income - Non-Operating,0.843,IS,5.0
Infosys,IS_Interest/Invest Income - Non-Operating,0.5,IS,5.0,Infosys,IS_Interest/Invest Income - Non-Operating,0.568,IS,5.0
