company,variable,group,importance,corr_total,corr_sub
TCS,이익잉여금(천원),수익성,2.0,0.957,0.974
TCS,BS_Retained Earnings (Accumulated Deficit),BS,5.0,0.957,0.974
TCS,IS_Current Tax - Total,IS,5.0,0.956,0.935
TCS,FS_Net Cash Flow from Operating Activities,FS,5.0,0.955,0.943
TCS,Opex Margin,수익성,0.0,0.946,0.937
TCS,Gross Investment (GI),성장성,2.0,0.945,0.965
TCS,"BS_Property/Plant/Equipment, Total - Net",BS,5.0,0.942,0.925
TCS,FS_Cash & Short-Term Investments,FS,5.0,0.936,0.929
TCS,BS_Cash and Short Term Investments,BS,5.0,0.935,0.929
TCS,단기투자자산,안정성,1.0,0.935,0.929
TCS,FS_Market Capitalization,FS,5.0,0.934,0.953
TCS,"BS_Property/Plant/Equipment, Total - Gross",BS,5.0,0.934,0.902
TCS,"BS_Other Liabilities, Total",BS,5.0,0.933,0.931
TCS,"IS_Depreciation, Supplemental",IS,5.0,0.93,0.931
TCS,IS_Depreciation,IS,5.0,0.924,0.926
TCS,IS_Depreciation/Amortization,IS,5.0,0.92,0.928
TCS,BS_Accumulated Goodwill Amortization Suppl.,BS,5.0,0.909,0.942
TCS,BS_Short Term Investments,BS,5.0,0.907,0.886
TCS,BS_Other Long Term Liabilities,BS,5.0,0.906,0.923
TCS,IS_Gross Revenue,IS,5.0,0.903,0.912
TCS,IS_Interest Income - Non-Operating,IS,5.0,0.899,0.946
TCS,BS_Accrued Expenses,BS,5.0,0.892,0.845
TCS,무형자산회전율s,활동성,0.0,0.89,0.824
TCS,CF_Total Debt Reduction,CF,5.0,0.881,0.885
TCS,BS_Defered Income Tax - Long Term Asset,BS,5.0,0.87,0.837
TCS,부채총계(천원),안정성,2.0,0.869,0.872
TCS,BS_Total Liabilities,BS,5.0,0.869,0.872
TCS,"IS_Rental Expense, Supplemental",IS,5.0,0.867,0.897
TCS,BS_Total Current Liabilities,BS,5.0,0.851,0.85
TCS,IS_Income Tax - Total,IS,5.0,0.851,0.797
TCS,BS_Translation Adjustment,BS,5.0,0.847,0.804
TCS,BS_Customer Advances,BS,5.0,0.834,0.727
TCS,BS_Deferred Revenue - Current,BS,5.0,0.834,0.727
TCS,비유동자산(천원),안정성,2.0,0.828,0.789
TCS,FS_Working Capital to Total Assets,FS,5.0,0.826,0.895
TCS,IS_Interest/Invest Income - Non-Operating,IS,5.0,0.821,0.894
TCS,CF_Net Cash - Beginning Balance,CF,5.0,0.82,0.747
TCS,FS_Income Tax Rate - %,FS,5.0,0.803,0.79
TCS,BS_Deferred Income Tax,BS,5.0,0.792,0.882
TCS,BS_Deferred Income Tax - LT Liability,BS,5.0,0.792,0.882
TCS,CF_Net Cash - Ending Balance,CF,5.0,0.788,0.757
TCS,BS_Accounts Payable,BS,5.0,0.787,0.781
TCS,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",IS,5.0,0.771,0.88
TCS,BS_Other Property/Plant/Equipment - Gross,BS,5.0,0.77,0.618
TCS,투자비 대비 매출 (Rev/GI)s,성장성,0.0,0.768,0.679
TCS,BS_Income Taxes Payable,BS,5.0,0.767,0.788
TCS,IS_Gross Dividends - Common Stock,IS,5.0,0.746,0.68
TCS,"BS_Accumulated Intangible Amort, Suppl.",BS,5.0,0.743,0.794
TCS,Free Cash Flow2(천원),수익성,0.0,0.741,0.685
TCS,CF_Free Cash Flow,CF,5.0,0.741,0.685
TCS,BS_Restricted Cash - Current,BS,5.0,0.732,0.76
TCS,BS_Pension Benefits - Underfunded,BS,5.0,0.722,0.562
TCS,BS_Notes Receivable - Short Term,BS,5.0,0.722,0.634
TCS,"BS_Other Long Term Assets, Total",BS,5.0,0.718,0.724
TCS,CF_Cash from Operating Activities,CF,5.0,0.715,0.655
TCS,"IS_Interest Expense, Supplemental",IS,5.0,0.707,
TCS,BS_Current Port. of LT Debt/Capital Leases,BS,5.0,0.698,
TCS,BS_Capital Lease Obligations,BS,5.0,0.68,
TCS,BS_Cash,BS,5.0,0.679,0.793
TCS,매출액이익률(비율),수익성,0.0,0.676,0.632
TCS,FS_Gross Profit Margin - %,FS,5.0,0.676,0.632
TCS,ROGI(%),수익성,0.0,0.669,0.61
TCS,채무총계,안정성,1.0,0.637,
TCS,BS_Total Debt,BS,5.0,0.637,
TCS,BS_Other Comprehensive Income,BS,5.0,0.634,0.639
TCS,BS_Prepaid Expenses,BS,5.0,0.626,
TCS,CF_Cash Interest Paid,CF,5.0,0.623,
TCS,BS_Total Long Term Debt,BS,5.0,0.621,
TCS,FS_Debt - Total,FS,5.0,0.619,
TCS,FS_Current Ratio,FS,5.0,0.602,0.807
TCS,FS_Quick Ratio,FS,5.0,0.602,0.81
TCS,유동비율(비율),안정성,2.0,0.602,0.807
TCS,BS_Intangibles - Gross,BS,5.0,0.595,0.541
TCS,자본금(천원),안정성,2.0,0.591,
TCS,"BS_Common Stock, Total",BS,5.0,0.591,
TCS,BS_Common Stock,BS,5.0,0.591,
TCS,IS_Defined Contribution Expense - Domestic,IS,5.0,0.548,0.6
TCS,IS_Total Pension Expense,IS,5.0,0.548,0.6
TCS,IS_DPS - Common Stock Primary Issue,IS,5.0,0.531,
TCS,"BS_Other Current liabilities, Total",BS,5.0,0.528,
TCS,"IS_Amort of Intangibles, Supplemental",IS,5.0,0.511,
TCS,IS_Investment Income - Non-Operating,IS,5.0,0.506,0.607
TCS,운전자본증감(천원),안정성,2.0,-0.518,
TCS,CF_Changes in Working Capital,CF,5.0,-0.518,
TCS,CF_Cash Dividends Paid - Common,CF,5.0,-0.542,-0.669
TCS,CF_Total Cash Dividends Paid,CF,5.0,-0.542,-0.669
TCS,"FS_Average Net Trade Cycle Days, TTM",FS,5.0,-0.542,-0.536
TCS,"FS_Reinvestment Rate - %, TTM",FS,5.0,-0.57,-0.652
TCS,BS_Number of Common Shareholders,BS,5.0,-0.573,-0.634
TCS,BS_LT Investments - Other,BS,5.0,-0.575,-0.582
TCS,BS_Long Term Investments,BS,5.0,-0.576,-0.583
TCS,BS_Inventories - Raw Materials,BS,5.0,-0.586,
TCS,"CF_Long Term Debt, Net",CF,5.0,-0.602,
TCS,"FS_Payables Turnover, TTM",FS,5.0,-0.602,-0.596
TCS,"CF_Issuance (Retirement) of Debt, Net",CF,5.0,-0.606,
TCS,"CF_Common Stock, Net",CF,5.0,-0.607,-0.553
TCS,"CF_Issuance (Retirement) of Stock, Net",CF,5.0,-0.607,-0.554
TCS,"IS_Other, Net",IS,5.0,-0.628,-0.593
TCS,CF_Purchase of Investments,CF,5.0,-0.631,-0.686
TCS,IS_Cost of Revenue,IS,5.0,-0.642,
TCS,매출원가(천원),성장성,2.0,-0.642,
TCS,"IS_Cost of Revenue, Total",IS,5.0,-0.642,
TCS,CF_Long Term Debt Reduction,CF,5.0,-0.646,
TCS,BS_Goodwill - Net,BS,5.0,-0.647,-0.592
TCS,CF_Cash from Financing Activities,CF,5.0,-0.658,-0.745
TCS,"BS_Goodwill, Net",BS,5.0,-0.694,-0.647
TCS,BS_Land/Improvements - Gross,BS,5.0,-0.735,-0.643
TCS,무형자산감상비 누계,안정성,1.0,-0.743,-0.794
TCS,BS_Accumulated Intangible Amortization,BS,5.0,-0.743,-0.794
TCS,IS_Diluted Weighted Average Shares,IS,5.0,-0.764,-0.589
TCS,IS_Basic Weighted Average Shares,IS,5.0,-0.764,-0.589
TCS,BS_Inventories - Finished Goods,BS,5.0,-0.769,-0.78
TCS,매입채무회전율,활동성,2.0,-0.77,-0.717
TCS,재고자산회전율(비율),활동성,2.0,-0.777,-0.765
TCS,"CF_Preferred Stock, Net",CF,5.0,-0.783,-0.794
TCS,BS_Total Common Shares Outstanding,BS,5.0,-0.79,-0.639
TCS,BS_Shares Outs - Common Stock Primary Issue,BS,5.0,-0.79,-0.639
TCS,IS_Total Adjustments to Net Income,IS,5.0,-0.799,-0.826
TCS,IS_Preferred Dividends,IS,5.0,-0.799,-0.826
TCS,BS_Other Long Term Assets,BS,5.0,-0.838,-0.848
TCS,"FS_Tax Complement, TTM",FS,5.0,-0.863,-0.862
TCS,BS_Total Preferred Shares Outstanding,BS,5.0,-0.879,-0.887
TCS,BS_Shares Outstanding - Preferred Issue 1,BS,5.0,-0.879,-0.887
TCS,CF_Total Debt Issued,CF,5.0,-0.88,-0.884
TCS,비유동비율(천원),안정성,2.0,-0.888,-0.915
TCS,순부채(천원),안정성,2.0,-0.906,-0.918
TCS,BS_Net Debt Incl. Pref.Stock & Min.Interest,BS,5.0,-0.906,-0.918
TCS,"BS_Redeemable Preferred Stock, Total",BS,5.0,-0.908,-0.929
TCS,BS_Redeemable Preferred Stock,BS,5.0,-0.908,-0.929
TCS,BS_Accumulated Goodwill Amortization,BS,5.0,-0.909,-0.942
TCS,BS_Additional Paid-In Capital,BS,5.0,-0.927,-0.901
TCS,BS_Intangibles - Net,BS,5.0,-0.934,-0.935
TCS,무형자산,안정성,2.0,-0.934,-0.935
TCS,BS_Period End FX Rate (INR/USD),BS,5.0,-0.936,-0.934
TCS,IS_Avg. FX Rate (INR/USD),IS,5.0,-0.937,-0.935
TCS,CF_Avg. FX Rate (INR/USD),CF,5.0,-0.944,-0.943
TCS,유형자산감상비 누계,안정성,1.0,-0.982,-0.976
TCS,"BS_Accumulated Depreciation, Total",BS,5.0,-0.982,-0.976
TCS,"BS_Intangibles, Net",BS,5.0,,-0.703
TCS,BS_Total Inventory,BS,5.0,,-0.792
TCS,CF_Financing Cash Flow Items,CF,5.0,,-0.601
TCS,CF_Other Financing Cash Flow,CF,5.0,,-0.601
TCS,"FS_Accounts Receivable Turnover, TTM",FS,5.0,,0.561
TCS,"FS_Average Receivables Collection Days, TTM",FS,5.0,,-0.582
TCS,FS_Cash & Cash Equivalents,FS,5.0,,0.544
TCS,FS_ROE,FS,5.0,,-0.556
TCS,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",FS,5.0,,-0.657
TCS,ROE(지배)(비율),수익성,1.0,,-0.556
TCS,부채비율(비율),안정성,0.0,,-0.571
TCS,자기자본비율,안정성,2.0,,0.588
