company,variable,group,importance,corr_total,corr_sub
Cognizant,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,FS,5,-0.799,-0.764
Cognizant,"EPS(지배, Adj.)(원/주)",수익성,2,-0.799,-0.764
Cognizant,IS_Basic EPS Including Extraordinary Items,IS,5,-0.801,-0.748
Cognizant,IS_Diluted EPS Including ExtraOrd Items,IS,5,-0.801,-0.749
Cognizant,IS_Labor & Related Expense,IS,5,-0.805,-0.747
Cognizant,IS_Net Income Before Taxes,IS,5,-0.807,-0.789
Cognizant,BS_Deferred Income Tax - Current Asset,BS,5,-0.807,-0.773
Cognizant,BS_Other Current Assets,BS,5,-0.81,-0.714
Cognizant,IS_Operating Income,IS,5,-0.813,-0.789
Cognizant,BS_Other Property/Plant/Equipment - Net,BS,5,-0.813,-0.685
Cognizant,영업이익(천원),수익성,1,-0.813,-0.789
Cognizant,IS_Normalized Income Before Taxes,IS,5,-0.819,-0.804
Cognizant,BS_Other Current Liabilities,BS,5,-0.819,-0.761
Cognizant,IS_Normalized Income After Taxes,IS,5,-0.819,-0.812
Cognizant,IS_Normalized Inc. Avail to Com.,IS,5,-0.819,-0.81
Cognizant,FS_Operating Profit before Non-Recurring Income/Expense,FS,5,-0.82,-0.806
Cognizant,EBIT(천원),수익성,1,-0.822,-0.815
Cognizant,IS_Normalized EBIT,IS,5,-0.822,-0.815
Cognizant,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",FS,5,-0.823,-0.711
Cognizant,IS_Basic EPS Excluding Extraordinary Items,IS,5,-0.823,-0.79
Cognizant,IS_Diluted EPS Excluding ExtraOrd Items,IS,5,-0.823,-0.79
Cognizant,"BS_Property/Plant/Equipment, Total - Gross",BS,5,-0.825,-0.798
Cognizant,"BS_Other Liabilities, Total",BS,5,-0.826,-0.702
Cognizant,BS_Other Long Term Liabilities,BS,5,-0.826,-0.702
Cognizant,BS_Customer Advances,BS,5,-0.826,-0.761
Cognizant,BS_Deferred Revenue - Current,BS,5,-0.826,-0.761
Cognizant,BS_Operating Lease Payments Due in Year 5,BS,5,-0.827,-0.686
Cognizant,CF_Cash Taxes Paid,CF,5,-0.827,-0.755
Cognizant,"BS_Intangibles, Net",BS,5,-0.828,-0.76
Cognizant,BS_Operating Lease Payments Due in Year 4,BS,5,-0.83,-0.701
Cognizant,BS_Operating Lease Pymts. Due in 4-5 Years,BS,5,-0.832,-0.7
Cognizant,부채비율(비율),안정성,0,-0.832,-0.81
Cognizant,BS_Total Equity & Minority Interest,BS,5,-0.834,-0.787
Cognizant,BS_Total Equity,BS,5,-0.834,-0.787
Cognizant,FS_Common Equity - Total,FS,5,-0.834,-0.787
Cognizant,BS_Retained Earnings (Accumulated Deficit),BS,5,-0.835,-0.787
Cognizant,EBITDA2(천원),수익성,1,-0.835,-0.809
Cognizant,이익잉여금(천원),수익성,2,-0.835,-0.787
Cognizant,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",FS,5,-0.835,-0.809
Cognizant,IS_Normalized EBITDA,IS,5,-0.836,-0.816
Cognizant,"BS_Other Long Term Assets, Total",BS,5,-0.84,-0.788
Cognizant,Employment Number,ET,2,-0.842,-0.78
Cognizant,IS_Basic Normalized EPS,IS,5,-0.842,-0.812
Cognizant,IS_Diluted Normalized EPS,IS,5,-0.842,-0.811
Cognizant,"BS_Other Current liabilities, Total",BS,5,-0.845,-0.812
Cognizant,BS_Other Long Term Assets,BS,5,-0.846,-0.759
Cognizant,BS_Operating Lease Payments Due in Year 3,BS,5,-0.848,-0.741
Cognizant,FS_Gross Profit - Industrials/Property - Total,FS,5,-0.849,-0.809
Cognizant,BS_Operating Lease Pymts. Due in 2-3 Years,BS,5,-0.85,-0.748
Cognizant,BS_Operating Lease Payments Due in Year 2,BS,5,-0.851,-0.754
Cognizant,IS_Gross Profit,IS,5,-0.855,-0.812
Cognizant,매출총이익(천원),수익성,0,-0.855,-0.812
Cognizant,"BS_Accounts Receivable - Trade, Gross",BS,5,-0.858,-0.805
Cognizant,"BS_Total Operating Leases, Supplemental",BS,5,-0.859,-0.761
Cognizant,"BS_Accounts Receivable - Trade, Net",BS,5,-0.859,-0.809
Cognizant,"BS_Total Receivables, Net",BS,5,-0.859,-0.809
Cognizant,BS_Total Liabilities & Shareholders' Equity,BS,5,-0.86,-0.806
Cognizant,"IS_Selling/General/Admin. Expenses, Total",IS,5,-0.86,-0.801
Cognizant,자산총계(천원),안정성,2,-0.86,-0.806
Cognizant,BS_Total Assets,BS,5,-0.86,-0.806
Cognizant,SG&A,수익성,2,-0.86,-0.801
Cognizant,FS_Total Assets,FS,5,-0.86,-0.806
Cognizant,BS_Accounts Payable,BS,5,-0.861,-0.771
Cognizant,FS_Revenue from Business Activities - Total,FS,5,-0.864,-0.81
Cognizant,IS_Net Sales,IS,5,-0.864,-0.81
Cognizant,매출액(천원),성장성,0,-0.864,-0.81
Cognizant,IS_Revenue,IS,5,-0.864,-0.81
Cognizant,IS_Total Revenue,IS,5,-0.864,-0.81
Cognizant,"IS_Depreciation, Supplemental",IS,5,-0.865,-0.792
Cognizant,IS_Selling/General/Administrative Expense,IS,5,-0.865,-0.804
Cognizant,"IS_Cost of Revenue, Total",IS,5,-0.866,-0.805
Cognizant,IS_Cost of Revenue,IS,5,-0.866,-0.805
Cognizant,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",FS,5,-0.866,-0.793
Cognizant,매출원가(천원),성장성,2,-0.866,-0.805
Cognizant,IS_Total Operating Expense,IS,5,-0.87,-0.812
Cognizant,Gross Investment (GI),성장성,2,-0.87,-0.797
Cognizant,BS_Goodwill - Net,BS,5,-0.871,-0.775
Cognizant,"BS_Goodwill, Net",BS,5,-0.871,-0.775
Cognizant,BS_Full-Time Employees,BS,5,-0.872,-0.807
Cognizant,비유동비율(천원),안정성,2,-0.875,-0.792
Cognizant,부채총계(천원),안정성,2,-0.877,-0.836
Cognizant,BS_Total Liabilities,BS,5,-0.877,-0.836
Cognizant,IS_Depreciation,IS,5,-0.879,-0.803
Cognizant,IS_Depreciation/Amortization,IS,5,-0.879,-0.803
Cognizant,비유동자산(천원),안정성,2,-0.884,-0.807
Cognizant,"BS_Property/Plant/Equipment, Total - Net",BS,5,-0.891,-0.836
Cognizant,BS_Total Current Liabilities,BS,5,-0.893,-0.841
Cognizant,BS_Accrued Expenses,BS,5,-0.894,-0.831
Cognizant,BS_Income Taxes Payable,BS,5,,-0.579
Cognizant,BS_Net Debt Incl. Pref.Stock & Min.Interest,BS,5,,0.632
Cognizant,BS_Short Term Investments,BS,5,,-0.617
Cognizant,BS_Translation Adjustment,BS,5,,0.629
Cognizant,CF_Accounts Receivable,CF,5,,0.533
Cognizant,CF_Cash from Financing Activities,CF,5,,0.598
Cognizant,CF_Purchase of Investments,CF,5,,0.577
Cognizant,CF_Sale/Maturity of Investment,CF,5,,-0.689
Cognizant,"FS_Payables Turnover, TTM",FS,5,,-0.674
Cognizant,매입채무회전율,활동성,2,,-0.6
Cognizant,순부채(천원),안정성,2,,0.632
Cognizant,인당영업이익s,수익성,1,,-0.594
