company,variable,group,importance,corr_total,corr_sub
TCS,BS_Restricted Cash - Current,BS,5.0,0.658,0.617
TCS,IS_Interest/Invest Income - Non-Operating,IS,5.0,0.651,0.665
TCS,IS_Interest Income - Non-Operating,IS,5.0,0.649,0.626
TCS,"BPS(지배, Adj.)(원/주)",안정성,2.0,0.649,
TCS,Gross Investment (GI),성장성,2.0,0.645,0.576
TCS,BS_Income Taxes Payable,BS,5.0,0.636,
TCS,BS_Accumulated Goodwill Amortization Suppl.,BS,5.0,0.632,0.589
TCS,BS_Translation Adjustment,BS,5.0,0.628,0.504
TCS,FS_Working Capital to Total Assets,FS,5.0,0.624,0.648
TCS,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",IS,5.0,0.611,0.656
TCS,CF_Net Cash - Ending Balance,CF,5.0,0.609,0.543
TCS,IS_Income Tax - Total,IS,5.0,0.603,
TCS,BS_Pension Benefits - Underfunded,BS,5.0,0.6,
TCS,Free Cash Flow2(천원),수익성,0.0,0.595,0.504
TCS,CF_Free Cash Flow,CF,5.0,0.595,0.504
TCS,IS_Gross Dividends - Common Stock,IS,5.0,0.594,0.504
TCS,FS_Income Tax Rate - %,FS,5.0,0.587,0.515
TCS,"IS_Rental Expense, Supplemental",IS,5.0,0.586,0.541
TCS,BS_Deferred Income Tax,BS,5.0,0.583,0.6
TCS,BS_Deferred Income Tax - LT Liability,BS,5.0,0.583,0.6
TCS,BS_Accounts Payable,BS,5.0,0.582,
TCS,CF_Cash from Operating Activities,CF,5.0,0.573,
TCS,"IS_Interest Expense, Supplemental",IS,5.0,0.562,
TCS,CF_Net Cash - Beginning Balance,CF,5.0,0.56,
TCS,BS_Current Port. of LT Debt/Capital Leases,BS,5.0,0.555,
TCS,BS_Other Property/Plant/Equipment - Gross,BS,5.0,0.553,
TCS,"FS_Average Inventory Days, TTM",FS,5.0,0.548,0.509
TCS,"BS_Other Long Term Assets, Total",BS,5.0,0.542,
TCS,"FS_Accounts Receivable Turnover, TTM",FS,5.0,0.535,0.656
TCS,BS_Capital Lease Obligations,BS,5.0,0.53,
TCS,인당매출s,성장성,0.0,0.53,0.632
TCS,"BS_Accumulated Intangible Amort, Suppl.",BS,5.0,0.522,
TCS,비유동자산(천원),안정성,2.0,0.519,
TCS,"CF_Investment, Net",CF,5.0,0.516,0.504
TCS,BS_Notes Receivable - Short Term,BS,5.0,0.515,
TCS,BS_Intangibles - Gross,BS,5.0,0.506,
TCS,채무총계,안정성,1.0,0.504,
TCS,BS_Total Debt,BS,5.0,0.504,
TCS,매입채무회전율,활동성,2.0,-0.506,
TCS,CF_Long Term Debt Reduction,CF,5.0,-0.506,
TCS,BS_Accumulated Intangible Amortization,BS,5.0,-0.522,
TCS,무형자산감상비 누계,안정성,1.0,-0.522,
TCS,매출원가(천원),성장성,2.0,-0.529,
TCS,"IS_Cost of Revenue, Total",IS,5.0,-0.529,
TCS,IS_Cost of Revenue,IS,5.0,-0.529,
TCS,CF_Cash from Financing Activities,CF,5.0,-0.531,-0.577
TCS,IS_Preferred Dividends,IS,5.0,-0.55,-0.512
TCS,IS_Total Adjustments to Net Income,IS,5.0,-0.55,-0.512
TCS,"CF_Common Stock, Net",CF,5.0,-0.553,
TCS,"CF_Issuance (Retirement) of Stock, Net",CF,5.0,-0.555,
TCS,"FS_Average Receivables Collection Days, TTM",FS,5.0,-0.563,-0.677
TCS,BS_Number of Common Shareholders,BS,5.0,-0.592,-0.642
TCS,BS_Long Term Investments,BS,5.0,-0.617,-0.638
TCS,BS_LT Investments - Other,BS,5.0,-0.617,-0.638
TCS,IS_Diluted Weighted Average Shares,IS,5.0,-0.622,
TCS,IS_Basic Weighted Average Shares,IS,5.0,-0.622,
TCS,BS_Accumulated Goodwill Amortization,BS,5.0,-0.632,-0.589
TCS,BS_Total Common Shares Outstanding,BS,5.0,-0.648,
TCS,BS_Shares Outs - Common Stock Primary Issue,BS,5.0,-0.648,
TCS,BS_Goodwill - Net,BS,5.0,-0.651,-0.618
TCS,"FS_Tax Complement, TTM",FS,5.0,-0.654,-0.585
TCS,"BS_Goodwill, Net",BS,5.0,-0.67,-0.635
TCS,BS_Other Long Term Assets,BS,5.0,-0.677,-0.647
TCS,"CF_Preferred Stock, Net",CF,5.0,-0.694,-0.684
TCS,비유동비율(천원),안정성,2.0,-0.698,-0.68
TCS,BS_Net Debt Incl. Pref.Stock & Min.Interest,BS,5.0,-0.703,-0.648
TCS,순부채(천원),안정성,2.0,-0.703,-0.648
TCS,BS_Additional Paid-In Capital,BS,5.0,-0.711,-0.628
TCS,BS_Period End FX Rate (INR/USD),BS,5.0,-0.714,-0.655
TCS,무형자산,안정성,2.0,-0.731,-0.68
TCS,BS_Intangibles - Net,BS,5.0,-0.731,-0.68
TCS,BS_Redeemable Preferred Stock,BS,5.0,-0.737,-0.713
TCS,"BS_Redeemable Preferred Stock, Total",BS,5.0,-0.737,-0.713
TCS,IS_Avg. FX Rate (INR/USD),IS,5.0,-0.74,-0.69
TCS,"BS_Accumulated Depreciation, Total",BS,5.0,-0.743,-0.641
TCS,유형자산감상비 누계,안정성,1.0,-0.743,-0.641
TCS,CF_Avg. FX Rate (INR/USD),CF,5.0,-0.749,-0.698
TCS,BS_Shares Outstanding - Preferred Issue 1,BS,5.0,-0.753,-0.732
TCS,BS_Total Preferred Shares Outstanding,BS,5.0,-0.753,-0.732
TCS,CF_Total Debt Issued,CF,5.0,-0.765,-0.744
TCS,BS_Land/Improvements - Gross,BS,5.0,-0.782,-0.748
TCS,BS_Cash,BS,5.0,,0.567
TCS,FS_Current Ratio,FS,5.0,,0.543
TCS,FS_Quick Ratio,FS,5.0,,0.547
TCS,IS_Investment Income - Non-Operating,IS,5.0,,0.538
TCS,유동비율(비율),안정성,2.0,,0.543
TCS,인당영업이익s,수익성,1.0,,0.55
