company,variable,corr,group,importance,company,variable,corr,group,importance
Infosys,BS_Expected Rate of Return - Domestic,0.26,BS,5.0,Infosys,BS_Expected Rate of Return - Domestic,0.183,BS,5.0
Infosys,BS_Full-Time Employees,-0.398,BS,5.0,Infosys,BS_Full-Time Employees,-0.146,BS,5.0
Infosys,BS_Goodwill - Net,-0.403,BS,5.0,Infosys,BS_Goodwill - Net,-0.146,BS,5.0
Infosys,"BS_Goodwill, Net",-0.403,BS,5.0,Infosys,"BS_Goodwill, Net",-0.146,BS,5.0
Infosys,BS_Income Taxes Payable,-0.26,BS,5.0,Infosys,BS_Income Taxes Payable,-0.11,BS,5.0
Infosys,BS_Intangibles - Gross,-0.462,BS,5.0,Infosys,BS_Intangibles - Gross,-0.321,BS,5.0
Infosys,"BS_Intangibles, Net",-0.545,BS,5.0,Infosys,"BS_Intangibles, Net",-0.35,BS,5.0
Infosys,BS_LT Investments - Other,-0.609,BS,5.0,Infosys,BS_LT Investments - Other,-0.482,BS,5.0
Infosys,BS_Land/Improvements - Gross,-0.194,BS,5.0,Infosys,BS_Land/Improvements - Gross,-0.087,BS,5.0
Infosys,BS_Long Term Investments,-0.61,BS,5.0,Infosys,BS_Long Term Investments,-0.483,BS,5.0
Infosys,BS_Machinery/Equipment - Gross,-0.488,BS,5.0,Infosys,BS_Machinery/Equipment - Gross,-0.274,BS,5.0
Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,-0.339,BS,5.0,Infosys,BS_Net Debt Incl. Pref.Stock & Min.Interest,-0.341,BS,5.0
Infosys,BS_Note Receivable - Long Term,-0.571,BS,5.0,Infosys,BS_Note Receivable - Long Term,-0.448,BS,5.0
Infosys,BS_Notes Receivable - Short Term,-0.411,BS,5.0,Infosys,BS_Notes Receivable - Short Term,-0.44,BS,5.0
Infosys,BS_Number of Common Shareholders,-0.056,BS,5.0,Infosys,BS_Number of Common Shareholders,0.098,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 2,-0.449,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 2,-0.275,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 3,-0.449,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 3,-0.275,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 4,-0.449,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 4,-0.275,BS,5.0
Infosys,BS_Operating Lease Payments Due in Year 5,-0.449,BS,5.0,Infosys,BS_Operating Lease Payments Due in Year 5,-0.275,BS,5.0
Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,-0.45,BS,5.0,Infosys,BS_Operating Lease Pymts. Due in 2-3 Years,-0.276,BS,5.0
Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,-0.45,BS,5.0,Infosys,BS_Operating Lease Pymts. Due in 4-5 Years,-0.276,BS,5.0
Infosys,BS_Other Current Assets,-0.127,BS,5.0,Infosys,BS_Other Current Assets,-0.187,BS,5.0
Infosys,"BS_Other Current Assets, Total",-0.152,BS,5.0,Infosys,"BS_Other Current Assets, Total",-0.125,BS,5.0
Infosys,BS_Other Current Liabilities,-0.139,BS,5.0,Infosys,BS_Other Current Liabilities,-0.05,BS,5.0
Infosys,"BS_Other Current liabilities, Total",-0.369,BS,5.0,Infosys,"BS_Other Current liabilities, Total",-0.131,BS,5.0
Infosys,BS_Other Equity,-0.494,BS,5.0,Infosys,BS_Other Equity,-0.27,BS,5.0
Infosys,"BS_Other Equity, Total",-0.44,BS,5.0,Infosys,"BS_Other Equity, Total",-0.193,BS,5.0
Infosys,"BS_Other Liabilities, Total",-0.464,BS,5.0,Infosys,"BS_Other Liabilities, Total",-0.162,BS,5.0
Infosys,BS_Other Long Term Assets,-0.004,BS,5.0,Infosys,BS_Other Long Term Assets,0.119,BS,5.0
Infosys,"BS_Other Long Term Assets, Total",-0.302,BS,5.0,Infosys,"BS_Other Long Term Assets, Total",-0.068,BS,5.0
Infosys,BS_Other Long Term Liabilities,-0.511,BS,5.0,Infosys,BS_Other Long Term Liabilities,-0.337,BS,5.0
Infosys,BS_Other Payables,-0.071,BS,5.0,Infosys,BS_Other Payables,0.596,BS,5.0
Infosys,BS_Other Property/Plant/Equipment - Gross,-0.536,BS,5.0,Infosys,BS_Other Property/Plant/Equipment - Gross,-0.315,BS,5.0
Infosys,BS_Pension Benefits - Underfunded,-0.042,BS,5.0,Infosys,BS_Pension Benefits - Underfunded,0.172,BS,5.0
Infosys,BS_Pension Obligation - Domestic,-0.544,BS,5.0,Infosys,BS_Pension Obligation - Domestic,-0.359,BS,5.0
Infosys,BS_Period End FX Rate (INR/USD),0.426,BS,5.0,Infosys,BS_Period End FX Rate (INR/USD),0.262,BS,5.0
Infosys,BS_Plan Assets - Domestic,-0.541,BS,5.0,Infosys,BS_Plan Assets - Domestic,-0.355,BS,5.0
Infosys,BS_Prepaid Benefits - Domestic,-0.424,BS,5.0,Infosys,BS_Prepaid Benefits - Domestic,0.199,BS,5.0
Infosys,BS_Prepaid Expenses,-0.585,BS,5.0,Infosys,BS_Prepaid Expenses,-0.438,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Gross",-0.384,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Gross",-0.126,BS,5.0
Infosys,"BS_Property/Plant/Equipment, Total - Net",-0.356,BS,5.0,Infosys,"BS_Property/Plant/Equipment, Total - Net",-0.102,BS,5.0
Infosys,BS_Receivables - Other,0.151,BS,5.0,Infosys,BS_Receivables - Other,0.113,BS,5.0
Infosys,BS_Restricted Cash - Current,0.03,BS,5.0,Infosys,BS_Restricted Cash - Current,0.314,BS,5.0
Infosys,BS_Retained Earnings (Accumulated Deficit),-0.159,BS,5.0,Infosys,BS_Retained Earnings (Accumulated Deficit),0.024,BS,5.0
Infosys,BS_Shares Outs - Common Stock Primary Issue,0.774,BS,5.0,Infosys,BS_Shares Outs - Common Stock Primary Issue,0.703,BS,5.0
Infosys,BS_Short Term Investments,-0.357,BS,5.0,Infosys,BS_Short Term Investments,-0.454,BS,5.0
Infosys,"BS_Tangible Book Value, Common Equity",-0.077,BS,5.0,Infosys,"BS_Tangible Book Value, Common Equity",0.094,BS,5.0
Infosys,BS_Total Assets,-0.253,BS,5.0,Infosys,BS_Total Assets,-0.015,BS,5.0
Infosys,BS_Total Common Shares Outstanding,0.774,BS,5.0,Infosys,BS_Total Common Shares Outstanding,0.703,BS,5.0
Infosys,BS_Total Current Assets,-0.072,BS,5.0,Infosys,BS_Total Current Assets,0.128,BS,5.0
Infosys,BS_Total Current Assets less Inventory,-0.072,BS,5.0,Infosys,BS_Total Current Assets less Inventory,0.128,BS,5.0
Infosys,BS_Total Current Liabilities,-0.501,BS,5.0,Infosys,BS_Total Current Liabilities,-0.283,BS,5.0
Infosys,BS_Total Equity,-0.117,BS,5.0,Infosys,BS_Total Equity,0.071,BS,5.0
Infosys,BS_Total Equity & Minority Interest,-0.12,BS,5.0,Infosys,BS_Total Equity & Minority Interest,0.07,BS,5.0
Infosys,BS_Total Liabilities,-0.526,BS,5.0,Infosys,BS_Total Liabilities,-0.302,BS,5.0
Infosys,BS_Total Liabilities & Shareholders' Equity,-0.253,BS,5.0,Infosys,BS_Total Liabilities & Shareholders' Equity,-0.015,BS,5.0
Infosys,"BS_Total Operating Leases, Supplemental",-0.484,BS,5.0,Infosys,"BS_Total Operating Leases, Supplemental",-0.317,BS,5.0
Infosys,BS_Total Plan Assets,-0.541,BS,5.0,Infosys,BS_Total Plan Assets,-0.355,BS,5.0
Infosys,BS_Total Plan Obligations,-0.544,BS,5.0,Infosys,BS_Total Plan Obligations,-0.359,BS,5.0
Infosys,"BS_Total Receivables, Net",-0.405,BS,5.0,Infosys,"BS_Total Receivables, Net",-0.157,BS,5.0
Infosys,CF_Accounts Payable,-0.006,CF,5.0,Infosys,CF_Accounts Payable,0.141,CF,5.0
Infosys,CF_Accounts Receivable,0.209,CF,5.0,Infosys,CF_Accounts Receivable,-0.041,CF,5.0
Infosys,CF_Acquisition of Business,0.091,CF,5.0,Infosys,CF_Acquisition of Business,0.038,CF,5.0
Infosys,CF_Avg. FX Rate (INR/USD),0.451,CF,5.0,Infosys,CF_Avg. FX Rate (INR/USD),0.287,CF,5.0
Infosys,CF_Capital Expenditures,0.036,CF,5.0,Infosys,CF_Capital Expenditures,0.02,CF,5.0
Infosys,CF_Cash Dividends Paid - Common,0.357,CF,5.0,Infosys,CF_Cash Dividends Paid - Common,0.23,CF,5.0
Infosys,CF_Cash Taxes Paid,-0.084,CF,5.0,Infosys,CF_Cash Taxes Paid,0.059,CF,5.0
Infosys,CF_Cash from Financing Activities,0.384,CF,5.0,Infosys,CF_Cash from Financing Activities,0.243,CF,5.0
Infosys,CF_Cash from Investing Activities,-0.044,CF,5.0,Infosys,CF_Cash from Investing Activities,-0.129,CF,5.0
Infosys,CF_Cash from Operating Activities,-0.16,CF,5.0,Infosys,CF_Cash from Operating Activities,0.115,CF,5.0
Infosys,CF_Changes in Working Capital,0.035,CF,5.0,Infosys,CF_Changes in Working Capital,-0.068,CF,5.0
Infosys,CF_Depreciation,-0.23,CF,5.0,Infosys,CF_Depreciation,0.05,CF,5.0
Infosys,CF_Depreciation/Depletion,-0.23,CF,5.0,Infosys,CF_Depreciation/Depletion,0.05,CF,5.0
Infosys,CF_Earnings Quality Score,0.035,CF,5.0,Infosys,CF_Earnings Quality Score,-0.052,CF,5.0
Infosys,CF_Financing Cash Flow Items,-0.483,CF,5.0,Infosys,CF_Financing Cash Flow Items,-0.346,CF,5.0
Infosys,CF_Foreign Exchange Effects,0.331,CF,5.0,Infosys,CF_Foreign Exchange Effects,0.383,CF,5.0
Infosys,CF_Free Cash Flow,-0.173,CF,5.0,Infosys,CF_Free Cash Flow,0.139,CF,5.0
Infosys,"CF_Investment, Net",0.254,CF,5.0,Infosys,"CF_Investment, Net",0.376,CF,5.0
Infosys,"CF_Issuance (Retirement) of Stock, Net",0.354,CF,5.0,Infosys,"CF_Issuance (Retirement) of Stock, Net",0.276,CF,5.0
Infosys,CF_Net Cash - Beginning Balance,0.221,CF,5.0,Infosys,CF_Net Cash - Beginning Balance,0.287,CF,5.0
Infosys,CF_Net Cash - Ending Balance,0.346,CF,5.0,Infosys,CF_Net Cash - Ending Balance,0.398,CF,5.0
Infosys,CF_Net Changes in Working Capital,-0.126,CF,5.0,Infosys,CF_Net Changes in Working Capital,-0.066,CF,5.0
Infosys,CF_Net Income/Starting Line,-0.115,CF,5.0,Infosys,CF_Net Income/Starting Line,0.089,CF,5.0
Infosys,CF_Non-Cash Items,-0.098,CF,5.0,Infosys,CF_Non-Cash Items,0.122,CF,5.0
Infosys,CF_Options Exercised,-0.145,CF,5.0,Infosys,CF_Options Exercised,-0.233,CF,5.0
Infosys,CF_Other Financing Cash Flow,-0.483,CF,5.0,Infosys,CF_Other Financing Cash Flow,-0.346,CF,5.0
Infosys,CF_Other Investing Cash Flow,-0.181,CF,5.0,Infosys,CF_Other Investing Cash Flow,-0.29,CF,5.0
Infosys,"CF_Other Investing Cash Flow Items, Total",-0.053,CF,5.0,Infosys,"CF_Other Investing Cash Flow Items, Total",-0.137,CF,5.0
Infosys,CF_Other Liabilities,-0.348,CF,5.0,Infosys,CF_Other Liabilities,-0.118,CF,5.0
Infosys,CF_Other Non-Cash Items,-0.078,CF,5.0,Infosys,CF_Other Non-Cash Items,0.151,CF,5.0
Infosys,CF_Other Operating Cash Flow,0.085,CF,5.0,Infosys,CF_Other Operating Cash Flow,-0.058,CF,5.0
Infosys,CF_Prepaid Expenses,0.077,CF,5.0,Infosys,CF_Prepaid Expenses,0.08,CF,5.0
Infosys,CF_Purchase of Fixed Assets,0.05,CF,5.0,Infosys,CF_Purchase of Fixed Assets,0.036,CF,5.0
Infosys,CF_Purchase of Investments,0.303,CF,5.0,Infosys,CF_Purchase of Investments,0.22,CF,5.0
Infosys,CF_Sale/Maturity of Investment,-0.301,CF,5.0,Infosys,CF_Sale/Maturity of Investment,-0.222,CF,5.0
Infosys,CF_Total Cash Dividends Paid,0.357,CF,5.0,Infosys,CF_Total Cash Dividends Paid,0.23,CF,5.0
Infosys,CF_Unusual Items,-0.286,CF,5.0,Infosys,CF_Unusual Items,-0.263,CF,5.0
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",-0.203,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.1",-0.219,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",-0.125,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.2",-0.088,,
Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",-0.203,,,Infosys,"Dividend Yield - Common Stock - Net - Issue Specific - %, TTM.3",-0.219,,
Infosys,EBIT(천원),-0.223,수익성,1.0,Infosys,EBIT(천원),0.081,수익성,1.0
Infosys,EBITDA2(천원),-0.165,수익성,1.0,Infosys,EBITDA2(천원),0.075,수익성,1.0
Infosys,EBITDA2마진율(비율),0.224,수익성,1.0,Infosys,EBITDA2마진율(비율),0.15,수익성,1.0
Infosys,EBITDA2증가율(YoY)(비율),-0.045,성장성,1.0,Infosys,EBITDA2증가율(YoY)(비율),-0.079,성장성,1.0
Infosys,"EPS(지배, Adj.)(원/주)",-0.248,수익성,2.0,Infosys,"EPS(지배, Adj.)(원/주)",-0.278,수익성,2.0
Infosys,EPS증가율(YoY)(비율),0.096,성장성,2.0,Infosys,EPS증가율(YoY)(비율),0.165,성장성,2.0
Infosys,Employment Number,-0.26,ET,2.0,Infosys,Employment Number,0.012,ET,2.0
Infosys,"FS_Accounts Receivable Turnover, TTM",0.435,FS,5.0,Infosys,"FS_Accounts Receivable Turnover, TTM",0.372,FS,5.0
Infosys,"FS_Asset Turnover, TTM",-0.076,FS,5.0,Infosys,"FS_Asset Turnover, TTM",-0.104,FS,5.0
Infosys,"FS_Average Net Trade Cycle Days, TTM",-0.307,FS,5.0,Infosys,"FS_Average Net Trade Cycle Days, TTM",-0.368,FS,5.0
Infosys,"FS_Average Receivables Collection Days, TTM",-0.503,FS,5.0,Infosys,"FS_Average Receivables Collection Days, TTM",-0.437,FS,5.0
Infosys,FS_CAPEX,-0.02,FS,5.0,Infosys,FS_CAPEX,-0.069,FS,5.0
Infosys,FS_Cash & Cash Equivalents,0.412,FS,5.0,Infosys,FS_Cash & Cash Equivalents,0.46,FS,5.0
Infosys,FS_Cash & Short-Term Investments,0.285,FS,5.0,Infosys,FS_Cash & Short-Term Investments,0.348,FS,5.0
Infosys,FS_Common Equity - Total,-0.115,FS,5.0,Infosys,FS_Common Equity - Total,0.073,FS,5.0
Infosys,FS_Common Shares - Outstanding - Total,0.396,FS,5.0,Infosys,FS_Common Shares - Outstanding - Total,0.491,FS,5.0
Infosys,FS_Current Ratio,1.0,FS,5.0,Infosys,FS_Current Ratio,1.0,FS,5.0
Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",-0.356,FS,5.0,Infosys,"FS_Depreciation, Depletion & Amortization including Impairment - Cash Flow - to Reconcile",-0.052,FS,5.0
Infosys,FS_Dividend Coverage - %,0.222,FS,5.0,Infosys,FS_Dividend Coverage - %,0.054,FS,5.0
Infosys,FS_Dividend Payout Ratio - %,-0.276,FS,5.0,Infosys,FS_Dividend Payout Ratio - %,-0.197,FS,5.0
Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",-0.125,FS,5.0,Infosys,"FS_Dividend Yield - Common Stock - Net - Issue Specific - %, TTM",-0.088,FS,5.0
Infosys,FS_EBITDA Margin - %,0.224,FS,5.0,Infosys,FS_EBITDA Margin - %,0.15,FS,5.0
Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,-0.248,FS,5.0,Infosys,FS_EPS - Diluted - excluding Extraordinary Items Applicable to Common - Total,-0.278,FS,5.0
Infosys,FS_Earnings Retention Rate,0.276,FS,5.0,Infosys,FS_Earnings Retention Rate,0.198,FS,5.0
Infosys,"FS_Earnings Retention Rate, TTM",0.075,FS,5.0,Infosys,"FS_Earnings Retention Rate, TTM",-0.124,FS,5.0
Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",-0.165,FS,5.0,Infosys,"FS_Earnings before Interest, Taxes, Depreciation & Amortization (EBITDA)",0.075,FS,5.0
Infosys,FS_Free Cash Flow Net of Dividends,0.008,FS,5.0,Infosys,FS_Free Cash Flow Net of Dividends,0.276,FS,5.0
Infosys,"FS_Free Cash Flow Yield - %, TTM",-0.186,FS,5.0,Infosys,"FS_Free Cash Flow Yield - %, TTM",-0.26,FS,5.0
Infosys,FS_Gross Profit - Industrials/Property - Total,-0.188,FS,5.0,Infosys,FS_Gross Profit - Industrials/Property - Total,0.049,FS,5.0
Infosys,FS_Gross Profit Margin - %,0.264,FS,5.0,Infosys,FS_Gross Profit Margin - %,0.13,FS,5.0
Infosys,FS_Income Tax Rate - %,0.153,FS,5.0,Infosys,FS_Income Tax Rate - %,0.282,FS,5.0
Infosys,FS_Income before Discontinued Operations & Extraordinary Items,-0.179,FS,5.0,Infosys,FS_Income before Discontinued Operations & Extraordinary Items,0.096,FS,5.0
Infosys,FS_Income before Tax Margin - %,0.582,FS,5.0,Infosys,FS_Income before Tax Margin - %,0.497,FS,5.0
Infosys,"FS_Income before Tax Margin - %, TTM",0.546,FS,5.0,Infosys,"FS_Income before Tax Margin - %, TTM",0.456,FS,5.0
Infosys,FS_Market Capitalization,-0.295,FS,5.0,Infosys,FS_Market Capitalization,0.163,FS,5.0
Infosys,FS_Net Cash Flow from Operating Activities,-0.246,FS,5.0,Infosys,FS_Net Cash Flow from Operating Activities,0.068,FS,5.0
Infosys,FS_Net Change in Cash - Total,0.236,FS,5.0,Infosys,FS_Net Change in Cash - Total,0.246,FS,5.0
Infosys,FS_Net Margin - %,0.361,FS,5.0,Infosys,FS_Net Margin - %,0.212,FS,5.0
Infosys,FS_Operating Margin - %,0.234,FS,5.0,Infosys,FS_Operating Margin - %,0.165,FS,5.0
Infosys,FS_Operating Profit before Non-Recurring Income/Expense,-0.143,FS,5.0,Infosys,FS_Operating Profit before Non-Recurring Income/Expense,0.079,FS,5.0
Infosys,"FS_Pretax ROA - %, TTM",0.288,FS,5.0,Infosys,"FS_Pretax ROA - %, TTM",0.158,FS,5.0
Infosys,FS_ROA,0.137,FS,5.0,Infosys,FS_ROA,-0.01,FS,5.0
Infosys,FS_ROE,-0.13,FS,5.0,Infosys,FS_ROE,-0.201,FS,5.0
Infosys,FS_ROIC,-0.068,FS,5.0,Infosys,FS_ROIC,-0.172,FS,5.0
Infosys,"FS_Reinvestment Rate - %, TTM",-0.022,FS,5.0,Infosys,"FS_Reinvestment Rate - %, TTM",-0.206,FS,5.0
Infosys,FS_Revenue from Business Activities - Total,-0.317,FS,5.0,Infosys,FS_Revenue from Business Activities - Total,-0.047,FS,5.0
Infosys,FS_Shares used to calculate Diluted EPS - Total,0.378,FS,5.0,Infosys,FS_Shares used to calculate Diluted EPS - Total,0.474,FS,5.0
Infosys,"FS_Tax Complement, TTM",-0.104,FS,5.0,Infosys,"FS_Tax Complement, TTM",-0.241,FS,5.0
Infosys,FS_Total Assets,-0.252,FS,5.0,Infosys,FS_Total Assets,-0.014,FS,5.0
Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",-0.799,FS,5.0,Infosys,"FS_Total Assets to Total Shareholders Equity - including Minority Interest & Hybrid Debt, Average TTM",-0.823,FS,5.0
Infosys,FS_Working Capital to Total Assets,0.942,FS,5.0,Infosys,FS_Working Capital to Total Assets,0.927,FS,5.0
Infosys,Free Cash Flow2(천원),-0.173,수익성,0.0,Infosys,Free Cash Flow2(천원),0.139,수익성,0.0
Infosys,Gross Investment (GI),-0.427,성장성,2.0,Infosys,Gross Investment (GI),-0.195,성장성,2.0
Infosys,"IS_Advertising Expense, Supplemental",-0.6,IS,5.0,Infosys,"IS_Advertising Expense, Supplemental",-0.49,IS,5.0
Infosys,"IS_Amort of Intangibles, Supplemental",-0.752,IS,5.0,Infosys,"IS_Amort of Intangibles, Supplemental",-0.708,IS,5.0
Infosys,IS_Avg. FX Rate (INR/USD),0.437,IS,5.0,Infosys,IS_Avg. FX Rate (INR/USD),0.275,IS,5.0
Infosys,IS_Basic EPS Excluding Extraordinary Items,-0.23,IS,5.0,Infosys,IS_Basic EPS Excluding Extraordinary Items,0.063,IS,5.0
Infosys,IS_Basic EPS Including Extraordinary Items,-0.23,IS,5.0,Infosys,IS_Basic EPS Including Extraordinary Items,0.063,IS,5.0
Infosys,IS_Basic Normalized EPS,-0.238,IS,5.0,Infosys,IS_Basic Normalized EPS,0.037,IS,5.0
Infosys,IS_Basic Weighted Average Shares,0.757,IS,5.0,Infosys,IS_Basic Weighted Average Shares,0.678,IS,5.0
Infosys,IS_Compensation Rate - Domestic,0.025,IS,5.0,Infosys,IS_Compensation Rate - Domestic,0.195,IS,5.0
Infosys,IS_Cost of Revenue,-0.361,IS,5.0,Infosys,IS_Cost of Revenue,-0.095,IS,5.0
Infosys,"IS_Cost of Revenue, Total",-0.361,IS,5.0,Infosys,"IS_Cost of Revenue, Total",-0.095,IS,5.0
Infosys,IS_Current Tax - Domestic,-0.152,IS,5.0,Infosys,IS_Current Tax - Domestic,0.071,IS,5.0
Infosys,IS_Current Tax - Foreign,-0.135,IS,5.0,Infosys,IS_Current Tax - Foreign,-0.04,IS,5.0
Infosys,IS_Current Tax - Total,-0.074,IS,5.0,Infosys,IS_Current Tax - Total,0.158,IS,5.0
Infosys,IS_Deferred Tax - Domestic,-0.309,IS,5.0,Infosys,IS_Deferred Tax - Domestic,-0.221,IS,5.0
Infosys,IS_Deferred Tax - Foreign,0.145,IS,5.0,Infosys,IS_Deferred Tax - Foreign,0.14,IS,5.0
Infosys,IS_Deferred Tax - Total,-0.279,IS,5.0,Infosys,IS_Deferred Tax - Total,-0.155,IS,5.0
Infosys,IS_Defined Contribution Expense - Domestic,-0.131,IS,5.0,Infosys,IS_Defined Contribution Expense - Domestic,0.041,IS,5.0
Infosys,"IS_Depreciation, Supplemental",-0.299,IS,5.0,Infosys,"IS_Depreciation, Supplemental",0.05,IS,5.0
Infosys,IS_Diluted EPS Excluding ExtraOrd Items,-0.222,IS,5.0,Infosys,IS_Diluted EPS Excluding ExtraOrd Items,0.068,IS,5.0
Infosys,IS_Diluted EPS Including ExtraOrd Items,-0.222,IS,5.0,Infosys,IS_Diluted EPS Including ExtraOrd Items,0.068,IS,5.0
Infosys,IS_Diluted Net Income,-0.174,IS,5.0,Infosys,IS_Diluted Net Income,0.1,IS,5.0
Infosys,IS_Diluted Normalized EPS,-0.232,IS,5.0,Infosys,IS_Diluted Normalized EPS,0.044,IS,5.0
Infosys,IS_Diluted Weighted Average Shares,0.697,IS,5.0,Infosys,IS_Diluted Weighted Average Shares,0.593,IS,5.0
Infosys,IS_Discount Rate - Domestic,0.197,IS,5.0,Infosys,IS_Discount Rate - Domestic,0.332,IS,5.0
Infosys,IS_Domestic Pension Plan Expense,0.408,IS,5.0,Infosys,IS_Domestic Pension Plan Expense,0.477,IS,5.0
Infosys,IS_Earnings Quality Score,0.035,IS,5.0,Infosys,IS_Earnings Quality Score,-0.052,IS,5.0
Infosys,IS_Expected Rate of Return - Domestic,-0.007,IS,5.0,Infosys,IS_Expected Rate of Return - Domestic,0.125,IS,5.0
Infosys,IS_Expected Return on Assets - Domestic,-0.614,IS,5.0,Infosys,IS_Expected Return on Assets - Domestic,-0.555,IS,5.0
Infosys,IS_Gross Dividends - Common Stock,-0.249,IS,5.0,Infosys,IS_Gross Dividends - Common Stock,-0.052,IS,5.0
Infosys,IS_Gross Profit,-0.248,IS,5.0,Infosys,IS_Gross Profit,0.03,IS,5.0
Infosys,IS_Income Available to Com Excl ExtraOrd,-0.173,IS,5.0,Infosys,IS_Income Available to Com Excl ExtraOrd,0.101,IS,5.0
Infosys,IS_Income Available to Com Incl ExtraOrd,-0.174,IS,5.0,Infosys,IS_Income Available to Com Incl ExtraOrd,0.1,IS,5.0
Infosys,IS_Income Tax - Total,0.105,IS,5.0,Infosys,IS_Income Tax - Total,0.16,IS,5.0
Infosys,IS_Interest Cost - Domestic,0.531,IS,5.0,Infosys,IS_Interest Cost - Domestic,0.463,IS,5.0
Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",0.312,IS,5.0,Infosys,"IS_Interest Inc.(Exp.),Net-Non-Op., Total",0.368,IS,5.0
